mesh_name,G_N,G_NNZ,solver_type,ordering_type,nd_levels,patch_type,patch_size,patch_time,factor/matrix NNZ ratio,ordering_time,analysis_time,factorization_time,solve_time,residual
Marx_Grab01_C,242564,1697948,CUDSS,PATCH_ORDERING,11,metis_kway,128,2151.62,10.8852,433,82,28,11,4.15184e-14
Engel_C_1,244255,1709797,CUDSS,PATCH_ORDERING,9,rxmesh,512,15.5893,10.814,214,76,25,12,4.16195e-14
Engel_C_1,244255,1709797,CUDSS,PATCH_ORDERING,11,rxmesh,128,29.0313,10.9528,460,83,29,11,4.16639e-14
Engel_C_1,244255,1709797,CUDSS,PATCH_ORDERING,9,metis_kway,512,659.03,10.8292,213,77,24,10,4.16436e-14
Engel_C_1,244255,1709797,CUDSS,PATCH_ORDERING,11,metis_kway,128,2131.62,10.8275,440,81,30,11,4.16221e-14
Figur_Hase_C,248995,1742953,CUDSS,PATCH_ORDERING,9,rxmesh,512,15.3527,10.8246,224,75,25,11,4.19613e-14
Figur_Hase_C,248995,1742953,CUDSS,PATCH_ORDERING,11,rxmesh,128,33.707,11.4005,469,84,30,11,4.19296e-14
Figur_Hase_C,248995,1742953,CUDSS,PATCH_ORDERING,9,metis_kway,512,664.94,10.8868,232,79,24,9,4.19503e-14
Figur_Hase_C,248995,1742953,CUDSS,PATCH_ORDERING,11,metis_kway,128,2281.6,11.296,451,84,30,11,4.19901e-14
sphere5_0p5M,249534,1746726,CUDSS,PATCH_ORDERING,9,rxmesh,512,11.4761,11.3287,243,81,28,14,4.05941e-14
sphere5_0p5M,249534,1746726,CUDSS,PATCH_ORDERING,11,rxmesh,128,25.4403,11.8743,497,94,34,13,4.07179e-14
sphere5_0p5M,249534,1746726,CUDSS,PATCH_ORDERING,9,metis_kway,512,694.47,11.5312,243,83,28,10,4.05877e-14
sphere5_0p5M,249534,1746726,CUDSS,PATCH_ORDERING,11,metis_kway,128,2265.79,11.8895,473,85,30,13,4.07091e-14
Marx_Grab03_C,252147,1765017,CUDSS,PATCH_ORDERING,9,rxmesh,512,10.9568,10.5898,230,76,24,12,4.21719e-14
Marx_Grab03_C,252147,1765017,CUDSS,PATCH_ORDERING,11,rxmesh,128,57.1719,10.8536,485,85,29,11,4.21369e-14
Marx_Grab03_C,252147,1765017,CUDSS,PATCH_ORDERING,9,metis_kway,512,689.117,10.544,205,76,24,10,4.21174e-14
Marx_Grab03_C,252147,1765017,CUDSS,PATCH_ORDERING,11,metis_kway,128,2242.09,10.9501,447,78,26,11,4.21689e-14
Faun_C,253578,1775202,CUDSS,PATCH_ORDERING,9,rxmesh,512,15.9785,9.96079,221,74,22,11,4.2388e-14
Faun_C,253578,1775202,CUDSS,PATCH_ORDERING,11,rxmesh,128,58.8687,10.2947,492,82,27,10,4.23797e-14
Faun_C,253578,1775202,CUDSS,PATCH_ORDERING,9,metis_kway,512,699.735,9.84318,253,76,22,8,4.23495e-14
Faun_C,253578,1775202,CUDSS,PATCH_ORDERING,11,metis_kway,128,2227.56,10.2985,459,81,28,10,4.23886e-14
Guter_Hirte_CN,258241,1807723,CUDSS,PATCH_ORDERING,9,rxmesh,512,11.5231,10.1231,229,74,24,11,4.25768e-14
Guter_Hirte_CN,258241,1807723,CUDSS,PATCH_ORDERING,11,rxmesh,128,42.9866,10.7968,520,84,30,11,4.25997e-14
Guter_Hirte_CN,258241,1807723,CUDSS,PATCH_ORDERING,9,metis_kway,512,692.829,10.4921,242,77,24,9,4.25621e-14
Guter_Hirte_CN,258241,1807723,CUDSS,PATCH_ORDERING,11,metis_kway,128,2250.11,10.7242,470,78,26,11,4.26181e-14
Brunnen_C,262023,1833119,CUDSS,PATCH_ORDERING,9,rxmesh,512,27.4347,9.54385,227,74,24,10,4.2834e-14
Brunnen_C,262023,1833119,CUDSS,PATCH_ORDERING,11,rxmesh,128,36.1715,10.0329,472,82,27,10,4.29234e-14
Brunnen_C,262023,1833119,CUDSS,PATCH_ORDERING,9,metis_kway,512,701.14,9.57468,219,76,21,9,4.28646e-14
Brunnen_C,262023,1833119,CUDSS,PATCH_ORDERING,11,metis_kway,128,2264.3,9.94756,464,81,27,11,4.2892e-14
egg-carton-from-muslim-farms-master-geometry,262138,1835002,CUDSS,PATCH_ORDERING,9,rxmesh,512,14.4075,11.8442,206,77,25,12,nan
egg-carton-from-muslim-farms-master-geometry,262138,1835002,CUDSS,PATCH_ORDERING,11,rxmesh,128,25.8304,12.085,461,86,32,12,nan
egg-carton-from-muslim-farms-master-geometry,262138,1835002,CUDSS,PATCH_ORDERING,9,metis_kway,512,678.616,12.1322,253,80,35,12,nan
egg-carton-from-muslim-farms-master-geometry,262138,1835002,CUDSS,PATCH_ORDERING,11,metis_kway,128,2274.22,12.1337,457,88,32,12,nan
Marx_Albrechtsberger_C,263082,1841598,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.1946,10.7962,220,78,26,12,4.31452e-14
Marx_Albrechtsberger_C,263082,1841598,CUDSS,PATCH_ORDERING,11,rxmesh,128,41.6809,10.7951,474,81,27,12,4.31618e-14
Marx_Albrechtsberger_C,263082,1841598,CUDSS,PATCH_ORDERING,9,metis_kway,512,720.333,10.7662,244,78,27,9,4.3158e-14
Marx_Albrechtsberger_C,263082,1841598,CUDSS,PATCH_ORDERING,11,metis_kway,128,2338.59,10.9537,443,82,28,12,4.3152e-14
Baeren_C,263345,1843403,CUDSS,PATCH_ORDERING,9,rxmesh,512,12.0648,11.5178,250,82,29,13,4.30323e-14
Baeren_C,263345,1843403,CUDSS,PATCH_ORDERING,11,rxmesh,128,38.057,11.9126,523,89,31,13,4.31037e-14
Baeren_C,263345,1843403,CUDSS,PATCH_ORDERING,9,metis_kway,512,710.181,11.6376,223,83,28,11,4.30658e-14
Baeren_C,263345,1843403,CUDSS,PATCH_ORDERING,11,metis_kway,128,2359.41,11.7881,470,84,30,13,4.30676e-14
Engel_C,264483,1851477,CUDSS,PATCH_ORDERING,9,rxmesh,512,14.726,10.6396,225,78,25,13,4.32623e-14
Engel_C,264483,1851477,CUDSS,PATCH_ORDERING,11,rxmesh,256,22.2607,10.8386,412,86,30,11,4.32483e-14
Engel_C,264483,1851477,CUDSS,PATCH_ORDERING,9,metis_kway,512,712.336,10.8429,230,81,26,10,4.32735e-14
Engel_C,264483,1851477,CUDSS,PATCH_ORDERING,11,metis_kway,256,1287.95,10.7096,425,79,24,10,4.32837e-14
Die_Lesende_C,264532,1851712,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.4667,10.5288,235,80,25,12,4.30589e-14
Die_Lesende_C,264532,1851712,CUDSS,PATCH_ORDERING,11,rxmesh,256,21.1671,11.1221,447,88,32,15,4.30889e-14
Die_Lesende_C,264532,1851712,CUDSS,PATCH_ORDERING,9,metis_kway,512,719.077,10.7528,227,79,26,9,4.30721e-14
Die_Lesende_C,264532,1851712,CUDSS,PATCH_ORDERING,11,metis_kway,256,1287.86,11.0175,426,81,25,10,4.31536e-14
Muellergruppe_C,271249,1898887,CUDSS,PATCH_ORDERING,9,rxmesh,512,15.5214,10.6176,268,78,26,11,4.37328e-14
Muellergruppe_C,271249,1898887,CUDSS,PATCH_ORDERING,11,rxmesh,256,35.1026,10.9589,437,86,31,11,4.37506e-14
Muellergruppe_C,271249,1898887,CUDSS,PATCH_ORDERING,9,metis_kway,512,737.032,10.8812,257,81,26,10,4.37605e-14
Muellergruppe_C,271249,1898887,CUDSS,PATCH_ORDERING,11,metis_kway,256,1338.76,10.9612,414,81,24,10,4.37267e-14
AufspringendesPferd_C,272922,1910478,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.0543,10.6414,243,78,26,11,4.38471e-14
AufspringendesPferd_C,272922,1910478,CUDSS,PATCH_ORDERING,11,rxmesh,256,20.6817,11.0499,457,88,45,12,4.39214e-14
AufspringendesPferd_C,272922,1910478,CUDSS,PATCH_ORDERING,9,metis_kway,512,745.198,10.8492,249,82,27,10,4.38569e-14
AufspringendesPferd_C,272922,1910478,CUDSS,PATCH_ORDERING,11,metis_kway,256,1372.06,10.9716,408,82,25,10,4.38823e-14
Adolf_Schaerf_C,280600,1964166,CUDSS,PATCH_ORDERING,9,rxmesh,512,21.5796,10.8765,238,86,29,12,4.44456e-14
Adolf_Schaerf_C,280600,1964166,CUDSS,PATCH_ORDERING,11,rxmesh,256,21.3661,11.1037,437,89,33,12,4.44782e-14
Adolf_Schaerf_C,280600,1964166,CUDSS,PATCH_ORDERING,9,metis_kway,512,763.505,10.796,228,82,28,9,4.44193e-14
Adolf_Schaerf_C,280600,1964166,CUDSS,PATCH_ORDERING,11,metis_kway,256,1466.92,11.1248,438,84,29,11,4.44732e-14
Brigitta_C,286418,2004914,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.9373,11.0779,251,85,27,13,4.49603e-14
Brigitta_C,286418,2004914,CUDSS,PATCH_ORDERING,11,rxmesh,256,22.6038,11.4646,445,89,41,15,4.50262e-14
Brigitta_C,286418,2004914,CUDSS,PATCH_ORDERING,9,metis_kway,512,786.765,11.3554,240,89,34,10,4.49503e-14
Brigitta_C,286418,2004914,CUDSS,PATCH_ORDERING,11,metis_kway,256,1493.84,11.5372,441,85,29,9,4.4992e-14
Alexander_Olympias_CN,292158,2045126,CUDSS,PATCH_ORDERING,9,rxmesh,512,21.9761,10.6701,249,83,27,13,4.53573e-14
Alexander_Olympias_CN,292158,2045126,CUDSS,PATCH_ORDERING,11,rxmesh,256,33.2173,10.9409,446,91,35,12,4.5371e-14
Alexander_Olympias_CN,292158,2045126,CUDSS,PATCH_ORDERING,9,metis_kway,512,806.801,10.7408,236,87,27,11,4.53534e-14
Alexander_Olympias_CN,292158,2045126,CUDSS,PATCH_ORDERING,11,metis_kway,256,1456.98,10.923,441,85,28,13,4.53931e-14
Apollon_Daphne_C,294058,2058908,CUDSS,PATCH_ORDERING,9,rxmesh,512,23.3441,10.189,238,82,29,12,nan
Apollon_Daphne_C,294058,2058908,CUDSS,PATCH_ORDERING,11,rxmesh,256,38.7799,10.3912,462,90,32,12,nan
Apollon_Daphne_C,294058,2058908,CUDSS,PATCH_ORDERING,9,metis_kway,512,821.699,10.6457,257,86,29,11,nan
Apollon_Daphne_C,294058,2058908,CUDSS,PATCH_ORDERING,11,metis_kway,256,1463.34,10.4161,460,83,27,10,nan
Tennyson_Bust_Plaster,294944,2064592,CUDSS,PATCH_ORDERING,9,rxmesh,512,18.5057,9.85947,281,80,26,12,4.53334e-14
Tennyson_Bust_Plaster,294944,2064592,CUDSS,PATCH_ORDERING,11,rxmesh,256,29.2383,10.1223,469,89,31,11,4.53179e-14
Tennyson_Bust_Plaster,294944,2064592,CUDSS,PATCH_ORDERING,9,metis_kway,512,894.376,9.9484,264,81,25,11,4.53454e-14
Tennyson_Bust_Plaster,294944,2064592,CUDSS,PATCH_ORDERING,11,metis_kway,256,1633.24,10.3035,455,83,26,10,4.54129e-14
Aloisus_C,302919,2120469,CUDSS,PATCH_ORDERING,9,rxmesh,512,23.0737,10.5138,243,85,27,14,4.62966e-14
Aloisus_C,302919,2120469,CUDSS,PATCH_ORDERING,11,rxmesh,256,23.4038,10.8478,456,90,31,13,4.62286e-14
Aloisus_C,302919,2120469,CUDSS,PATCH_ORDERING,9,metis_kway,512,848.153,10.5909,251,84,27,10,4.62495e-14
Aloisus_C,302919,2120469,CUDSS,PATCH_ORDERING,11,metis_kway,256,1544.32,11.1322,452,88,30,11,4.62574e-14
Nursia_C,302971,2120797,CUDSS,PATCH_ORDERING,9,rxmesh,512,25.5785,10.6518,264,86,29,12,4.62497e-14
Nursia_C,302971,2120797,CUDSS,PATCH_ORDERING,11,rxmesh,256,45.8556,11.1688,485,93,33,13,4.62446e-14
Nursia_C,302971,2120797,CUDSS,PATCH_ORDERING,9,metis_kway,512,862.276,10.8857,259,87,28,10,4.62399e-14
Nursia_C,302971,2120797,CUDSS,PATCH_ORDERING,11,metis_kway,256,1548.43,11.0473,432,88,29,12,4.6262e-14
Faun_C_1,304509,2131611,CUDSS,PATCH_ORDERING,9,rxmesh,512,18.0142,9.93863,260,80,32,13,4.64554e-14
Faun_C_1,304509,2131611,CUDSS,PATCH_ORDERING,11,rxmesh,256,26.2162,10.3032,447,86,27,11,4.64859e-14
Faun_C_1,304509,2131611,CUDSS,PATCH_ORDERING,9,metis_kway,512,857.312,10.0928,244,82,25,9,4.64492e-14
Faun_C_1,304509,2131611,CUDSS,PATCH_ORDERING,11,metis_kway,256,1552.8,10.3286,448,83,25,9,4.65188e-14
Mach_C,305241,2136675,CUDSS,PATCH_ORDERING,9,rxmesh,512,13.5485,11.2446,264,88,30,13,4.6393e-14
Mach_C,305241,2136675,CUDSS,PATCH_ORDERING,11,rxmesh,256,31.062,11.3923,500,92,33,12,4.6374e-14
Mach_C,305241,2136675,CUDSS,PATCH_ORDERING,9,metis_kway,512,873.602,11.2183,245,88,31,10,4.63925e-14
Mach_C,305241,2136675,CUDSS,PATCH_ORDERING,11,metis_kway,256,1557.77,11.2427,493,91,35,11,4.63508e-14
Sphere8,393218,2752514,CUDSS,PATCH_ORDERING,9,rxmesh,512,13.5146,17.7774,277,119,51,14,5.27257e-14
Sphere8,393218,2752514,CUDSS,PATCH_ORDERING,11,rxmesh,256,19.127,17.2841,507,135,55,16,5.28316e-14
Sphere8,393218,2752514,CUDSS,PATCH_ORDERING,9,metis_kway,512,1131.55,17.8423,300,119,56,15,5.2709e-14
Sphere8,393218,2752514,CUDSS,PATCH_ORDERING,11,metis_kway,256,2080.94,17.4673,465,124,53,15,5.29213e-14
BrainMid,396451,2775145,CUDSS,PATCH_ORDERING,9,rxmesh,512,14.5449,15.0356,292,115,50,14,5.35615e-14
BrainMid,396451,2775145,CUDSS,PATCH_ORDERING,11,rxmesh,256,29.0055,15.057,520,123,61,29,5.36074e-14
BrainMid,396451,2775145,CUDSS,PATCH_ORDERING,9,metis_kway,512,1196.67,15.3339,323,118,52,15,5.35829e-14
BrainMid,396451,2775145,CUDSS,PATCH_ORDERING,11,metis_kway,256,2138.03,15.3629,511,121,52,24,5.353e-14
Fiddler_Crab_manifold,455246,3186664,CUDSS,PATCH_ORDERING,9,rxmesh,512,23.4679,8.99242,420,93,7,28,5.65782e-14
Fiddler_Crab_manifold,455246,3186664,CUDSS,PATCH_ORDERING,11,rxmesh,256,47.1245,9.34897,688,101,12,32,5.66294e-14
Fiddler_Crab_manifold,455246,3186664,CUDSS,PATCH_ORDERING,9,metis_kway,512,1580.9,9.21784,423,96,8,31,5.66446e-14
Fiddler_Crab_manifold,455246,3186664,CUDSS,PATCH_ORDERING,11,metis_kway,256,2698.05,9.31963,659,96,7,28,5.66434e-14
Fiddler_Crab,455246,3186668,CUDSS,PATCH_ORDERING,9,rxmesh,512,41.0622,8.95184,438,94,7,31,5.65908e-14
Fiddler_Crab,455246,3186668,CUDSS,PATCH_ORDERING,11,rxmesh,256,56.4764,9.54215,682,103,12,34,5.6635e-14
Fiddler_Crab,455246,3186668,CUDSS,PATCH_ORDERING,9,metis_kway,512,1605.32,9.18146,414,97,7,32,5.66144e-14
Fiddler_Crab,455246,3186668,CUDSS,PATCH_ORDERING,11,metis_kway,256,2788.33,9.41551,672,96,8,30,5.66356e-14
Le_Transi_De_Rene_De_Chalon,494980,3465540,CUDSS,PATCH_ORDERING,9,rxmesh,512,43.5016,11.587,493,129,47,23,5.893e-14
Le_Transi_De_Rene_De_Chalon,494980,3465540,CUDSS,PATCH_ORDERING,11,rxmesh,256,44.6024,11.8749,755,144,53,18,5.88775e-14
Le_Transi_De_Rene_De_Chalon,494980,3465540,CUDSS,PATCH_ORDERING,9,metis_kway,512,1775.77,11.8449,456,141,49,14,5.88725e-14
Le_Transi_De_Rene_De_Chalon,494980,3465540,CUDSS,PATCH_ORDERING,11,metis_kway,256,3072.53,11.6718,745,128,45,13,5.8875e-14
elephant_zun-36_6_a_b-joined,516176,3605590,CUDSS,PATCH_ORDERING,9,rxmesh,512,69.3535,10.3523,353,123,41,16,5.98787e-14
elephant_zun-36_6_a_b-joined,516176,3605590,CUDSS,PATCH_ORDERING,11,rxmesh,256,63.3354,10.4619,640,134,59,22,5.98897e-14
elephant_zun-36_6_a_b-joined,516176,3605590,CUDSS,PATCH_ORDERING,9,metis_kway,512,1486.12,10.561,373,125,40,13,5.99136e-14
elephant_zun-36_6_a_b-joined,516176,3605590,CUDSS,PATCH_ORDERING,11,metis_kway,256,2741.54,10.6299,658,123,38,12,5.99072e-14
swirling_base,519010,3633058,CUDSS,PATCH_ORDERING,9,rxmesh,512,36.3845,11.6146,325,125,45,17,6.09406e-14
swirling_base,519010,3633058,CUDSS,PATCH_ORDERING,11,rxmesh,256,197.956,11.326,585,136,50,16,6.08831e-14
swirling_base,519010,3633058,CUDSS,PATCH_ORDERING,9,metis_kway,512,1357.84,11.5351,302,125,42,13,6.09248e-14
swirling_base,519010,3633058,CUDSS,PATCH_ORDERING,11,metis_kway,256,2558.04,11.1063,558,124,44,15,6.08515e-14
week01,540639,3784601,CUDSS,PATCH_ORDERING,9,rxmesh,512,27.8537,15.3905,322,138,68,30,6.1651e-14
week01,540639,3784601,CUDSS,PATCH_ORDERING,11,rxmesh,512,37.888,15.1798,555,141,67,32,6.16436e-14
week01,540639,3784601,CUDSS,PATCH_ORDERING,9,metis_kway,512,1592.54,15.3023,305,138,61,17,6.16565e-14
week01,540639,3784601,CUDSS,PATCH_ORDERING,11,metis_kway,512,1595.63,15.4259,536,142,61,27,6.16961e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PATCH_ORDERING,9,rxmesh,512,29.0191,15.3035,312,127,11,57,6.30563e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PATCH_ORDERING,11,rxmesh,512,39.1741,14.8078,562,129,11,50,6.30202e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PATCH_ORDERING,9,metis_kway,512,1765.09,15.3085,311,134,46,11,6.30313e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PATCH_ORDERING,11,metis_kway,512,1763.6,15.1055,550,140,45,11,6.30776e-14
20131013_Venus2,587827,4114761,CUDSS,PATCH_ORDERING,9,rxmesh,512,41.6123,10.9893,397,136,48,16,6.42727e-14
20131013_Venus2,587827,4114761,CUDSS,PATCH_ORDERING,11,rxmesh,512,62.5979,11.1284,660,138,49,15,6.43034e-14
20131013_Venus2,587827,4114761,CUDSS,PATCH_ORDERING,9,metis_kway,512,1951.8,11.1673,395,138,53,16,6.42607e-14
20131013_Venus2,587827,4114761,CUDSS,PATCH_ORDERING,11,metis_kway,512,1943.85,11.0551,632,138,46,15,6.42859e-14
vlamp,597380,4182236,CUDSS,PATCH_ORDERING,9,rxmesh,512,121.991,6.66374,511,125,33,13,6.48082e-14
vlamp,597380,4182236,CUDSS,PATCH_ORDERING,11,rxmesh,512,215.594,6.86712,717,117,30,12,6.48108e-14
vlamp,597380,4182236,CUDSS,PATCH_ORDERING,9,metis_kway,512,1957.94,6.55727,451,120,34,11,6.48096e-14
vlamp,597380,4182236,CUDSS,PATCH_ORDERING,11,metis_kway,512,1956.51,6.68577,683,118,34,12,6.48439e-14
romanesco,637284,4449010,CUDSS,PATCH_ORDERING,9,rxmesh,512,48.3315,13.0483,364,146,58,14,6.77086e-14
romanesco,637284,4449010,CUDSS,PATCH_ORDERING,11,rxmesh,512,50.4451,12.7947,618,148,53,14,6.77133e-14
romanesco,637284,4449010,CUDSS,PATCH_ORDERING,9,metis_kway,512,1951.17,13.2013,371,150,57,15,6.77221e-14
romanesco,637284,4449010,CUDSS,PATCH_ORDERING,11,metis_kway,512,1992.12,13.048,588,153,57,15,6.77035e-14
1005586,906907,6396945,CUDSS,PATCH_ORDERING,9,rxmesh,512,218.55,13.5373,572,213,78,47,8.02054e-14
1005586,906907,6396945,CUDSS,PATCH_ORDERING,11,rxmesh,512,116.425,13.5485,999,207,70,59,8.02034e-14
1005586,906907,6396945,CUDSS,PATCH_ORDERING,9,metis_kway,512,3086.61,13.6137,566,213,87,43,8.01878e-14
1005586,906907,6396945,CUDSS,PATCH_ORDERING,11,metis_kway,512,3080.95,13.256,944,208,74,43,8.02697e-14
Nefertiti_open,948264,6635264,CUDSS,PATCH_ORDERING,9,rxmesh,512,75.3572,11.5417,576,202,79,20,8.13905e-14
Nefertiti_open,948264,6635264,CUDSS,PATCH_ORDERING,11,rxmesh,512,94.3112,11.6326,891,207,74,20,8.14156e-14
Nefertiti_open,948264,6635264,CUDSS,PATCH_ORDERING,9,metis_kway,512,3079.47,11.6729,575,210,86,21,8.14224e-14
Nefertiti_open,948264,6635264,CUDSS,PATCH_ORDERING,11,metis_kway,512,3182.14,11.8078,846,212,83,20,8.14355e-14
cloth10x10,952741,6661303,CUDSS,PATCH_ORDERING,9,rxmesh,512,57.7618,10.548,564,196,73,19,-nan
cloth10x10,952741,6661303,CUDSS,PATCH_ORDERING,11,rxmesh,512,89.599,10.7582,898,194,68,20,nan
cloth10x10,952741,6661303,CUDSS,PATCH_ORDERING,9,metis_kway,512,3107.06,10.859,589,193,75,20,nan
cloth10x10,952741,6661303,CUDSS,PATCH_ORDERING,11,metis_kway,512,3058.24,10.8034,870,193,70,20,nan
372112,979353,6855459,CUDSS,PATCH_ORDERING,9,rxmesh,512,80.6891,11.2921,760,210,82,61,8.30432e-14
372112,979353,6855459,CUDSS,PATCH_ORDERING,11,rxmesh,512,101.114,11.4322,941,208,68,17,8.3045e-14
372112,979353,6855459,CUDSS,PATCH_ORDERING,9,metis_kway,512,3609.98,11.4792,686,207,83,26,8.30207e-14
372112,979353,6855459,CUDSS,PATCH_ORDERING,11,metis_kway,512,3546.84,11.6609,960,216,85,26,8.30572e-14
376252,980051,6860357,CUDSS,PATCH_ORDERING,9,rxmesh,512,66.091,12.5005,678,234,98,52,8.3581e-14
376252,980051,6860357,CUDSS,PATCH_ORDERING,11,rxmesh,512,83.2573,12.4041,1015,222,93,29,8.35704e-14
376252,980051,6860357,CUDSS,PATCH_ORDERING,9,metis_kway,512,3693.87,12.6686,681,229,85,38,8.35871e-14
376252,980051,6860357,CUDSS,PATCH_ORDERING,11,metis_kway,512,3791.2,12.7145,955,219,78,39,8.35995e-14
Nefertiti,1009118,7063814,CUDSS,PATCH_ORDERING,9,rxmesh,512,139.777,11.5143,628,213,85,51,8.39373e-14
Nefertiti,1009118,7063814,CUDSS,PATCH_ORDERING,11,rxmesh,512,98.8589,11.7779,955,219,93,47,8.39125e-14
Nefertiti,1009118,7063814,CUDSS,PATCH_ORDERING,9,metis_kway,512,3357.57,11.792,556,214,100,28,8.39139e-14
Nefertiti,1009118,7063814,CUDSS,PATCH_ORDERING,11,metis_kway,512,3491.23,11.8672,878,211,90,37,8.39175e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PATCH_ORDERING,9,rxmesh,512,98.2845,10.256,868,221,66,22,8.88082e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PATCH_ORDERING,11,rxmesh,512,103.296,10.4214,1163,224,64,24,8.88072e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PATCH_ORDERING,9,metis_kway,512,3986.29,10.4497,835,237,69,17,8.88215e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PATCH_ORDERING,11,metis_kway,512,3985,10.5789,1184,233,66,17,8.87931e-14
488FancyRoller,1138346,7963504,CUDSS,PATCH_ORDERING,9,rxmesh,512,305.553,12.884,688,237,94,21,8.92709e-14
488FancyRoller,1138346,7963504,CUDSS,PATCH_ORDERING,11,rxmesh,512,263.59,12.6054,954,233,87,22,8.93019e-14
488FancyRoller,1138346,7963504,CUDSS,PATCH_ORDERING,9,metis_kway,512,4191.89,12.9167,610,239,91,19,8.93402e-14
488FancyRoller,1138346,7963504,CUDSS,PATCH_ORDERING,11,metis_kway,512,4202.8,12.7342,926,241,85,19,8.92971e-14
sphere5_1M,1171598,8201174,CUDSS,PATCH_ORDERING,9,rxmesh,512,66.7679,15.9475,645,276,114,97,8.92124e-14
sphere5_1M,1171598,8201174,CUDSS,PATCH_ORDERING,11,rxmesh,512,76.8686,15.4217,970,271,107,88,8.92535e-14
sphere5_1M,1171598,8201174,CUDSS,PATCH_ORDERING,9,metis_kway,512,4618.47,16.0762,587,277,150,51,8.91968e-14
sphere5_1M,1171598,8201174,CUDSS,PATCH_ORDERING,11,metis_kway,512,4641.45,15.7661,970,286,110,84,8.9243e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PATCH_ORDERING,9,rxmesh,512,77.908,11.8678,851,258,108,43,9.0963e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PATCH_ORDERING,11,rxmesh,512,135.273,11.9592,1195,250,98,43,9.094e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PATCH_ORDERING,9,metis_kway,512,4191.6,12.0364,836,263,98,49,9.09562e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PATCH_ORDERING,11,metis_kway,512,4171.44,12.1723,1146,261,98,39,9.09601e-14
Xenophora,1177334,8241304,CUDSS,PATCH_ORDERING,9,rxmesh,512,111.588,10.7937,932,251,93,43,9.1072e-14
Xenophora,1177334,8241304,CUDSS,PATCH_ORDERING,11,rxmesh,512,157.48,10.8282,1235,250,88,40,9.10376e-14
Xenophora,1177334,8241304,CUDSS,PATCH_ORDERING,9,metis_kway,512,4197.4,11.0224,847,246,94,36,9.1033e-14
Xenophora,1177334,8241304,CUDSS,PATCH_ORDERING,11,metis_kway,512,4214.51,11.1533,1158,253,89,36,9.10079e-14
Dragon_2,1189200,8324424,CUDSS,PATCH_ORDERING,9,rxmesh,512,128.708,10.1539,876,235,103,38,9.11898e-14
Dragon_2,1189200,8324424,CUDSS,PATCH_ORDERING,11,rxmesh,512,128.909,10.4737,1262,248,83,63,9.1209e-14
Dragon_2,1189200,8324424,CUDSS,PATCH_ORDERING,9,metis_kway,512,4237.49,10.128,847,241,80,19,9.12341e-14
Dragon_2,1189200,8324424,CUDSS,PATCH_ORDERING,11,metis_kway,512,4215.72,10.3154,1168,245,79,19,9.11768e-14
226633,1225855,8580985,CUDSS,PATCH_ORDERING,9,rxmesh,512,130.767,20.4456,806,317,217,60,9.38158e-14
226633,1225855,8580985,CUDSS,PATCH_ORDERING,11,rxmesh,512,108.417,19.5246,1178,322,193,58,9.38375e-14
226633,1225855,8580985,CUDSS,PATCH_ORDERING,9,metis_kway,512,4492.59,20.5881,774,327,135,132,9.38106e-14
226633,1225855,8580985,CUDSS,PATCH_ORDERING,11,metis_kway,512,4426.24,20.0051,1120,321,119,142,9.38038e-14
Horse_Head,1250389,8750579,CUDSS,PATCH_ORDERING,9,rxmesh,512,119.74,11.5938,1177,270,110,42,9.32862e-14
Horse_Head,1250389,8750579,CUDSS,PATCH_ORDERING,11,rxmesh,512,149.582,11.5946,1595,273,91,27,9.32973e-14
Horse_Head,1250389,8750579,CUDSS,PATCH_ORDERING,9,metis_kway,512,5668.73,11.7316,1152,272,101,38,9.33041e-14
Horse_Head,1250389,8750579,CUDSS,PATCH_ORDERING,11,metis_kway,512,5885.06,11.8717,1538,267,89,56,9.32875e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PATCH_ORDERING,9,rxmesh,512,84.9981,12.5477,714,264,115,63,9.37104e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PATCH_ORDERING,11,rxmesh,512,135.956,12.4673,1112,265,113,63,9.36829e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PATCH_ORDERING,9,metis_kway,512,4534.12,12.9437,705,281,110,70,9.36949e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PATCH_ORDERING,11,metis_kway,512,4521.62,12.8076,1135,275,104,65,9.36972e-14
120628,1264847,8853905,CUDSS,PATCH_ORDERING,9,rxmesh,512,85.3912,12.7011,814,282,112,69,9.36974e-14
