mesh_name,G_N,G_NNZ,solver_type,ordering_type,nd_levels,patch_type,patch_size,patch_time,factor/matrix NNZ ratio,ordering_time,analysis_time,factorization_time,solve_time,residual
elephant_zun-36_6_a_b-joined,516176,3605590,CUDSS,PARTH,11,,0,0,9.01852,1842,111,31,14,5.99112e-14
swirling_base,519010,3633058,CUDSS,PARTH,9,,0,0,8.92167,1829,111,32,15,6.09619e-14
swirling_base,519010,3633058,CUDSS,PARTH,11,,0,0,8.86557,1844,116,36,16,6.09585e-14
week01,540639,3784601,CUDSS,PARTH,9,,0,0,12.7382,1949,126,55,18,6.17228e-14
week01,540639,3784601,CUDSS,PARTH,11,,0,0,12.8755,1970,135,58,19,6.17289e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PARTH,9,,0,0,12.9179,2093,115,7,50,6.31733e-14
root_planter_box_v4_solid_high-definition,559855,3919015,CUDSS,PARTH,11,,0,0,12.9116,2030,111,7,41,6.31307e-14
20131013_Venus2,587827,4114761,CUDSS,PARTH,9,,0,0,8.71662,2249,140,43,15,6.43435e-14
20131013_Venus2,587827,4114761,CUDSS,PARTH,11,,0,0,8.74436,2230,119,35,14,6.43392e-14
vlamp,597380,4182236,CUDSS,PARTH,9,,0,0,5.31,2258,107,10,28,6.48679e-14
vlamp,597380,4182236,CUDSS,PARTH,11,,0,0,5.31594,2331,95,11,26,6.48711e-14
romanesco,637284,4449010,CUDSS,PARTH,9,,0,0,10.7368,2359,143,46,15,6.77707e-14
romanesco,637284,4449010,CUDSS,PARTH,11,,0,0,10.684,2401,144,47,16,6.77623e-14
1005586,906907,6396945,CUDSS,PARTH,9,,0,0,10.3633,4000,205,65,21,8.02828e-14
1005586,906907,6396945,CUDSS,PARTH,11,,0,0,10.3012,4000,189,64,22,8.02498e-14
Nefertiti_open,948264,6635264,CUDSS,PARTH,9,,0,0,9.58311,3798,195,77,32,8.14814e-14
Nefertiti_open,948264,6635264,CUDSS,PARTH,11,,0,0,9.6084,3674,189,78,33,8.15042e-14
cloth10x10,952741,6661303,CUDSS,PARTH,9,,0,0,9.30396,3715,209,65,21,nan
cloth10x10,952741,6661303,CUDSS,PARTH,11,,0,0,9.30167,3623,189,62,18,nan
372112,979353,6855459,CUDSS,PARTH,9,,0,0,9.20732,3791,217,59,17,8.30139e-14
372112,979353,6855459,CUDSS,PARTH,11,,0,0,9.21334,3894,211,60,21,8.30494e-14
376252,980051,6860357,CUDSS,PARTH,9,,0,0,10.4929,3840,216,64,17,8.36381e-14
376252,980051,6860357,CUDSS,PARTH,11,,0,0,10.505,3855,218,66,20,8.36362e-14
Nefertiti,1009118,7063814,CUDSS,PARTH,9,,0,0,9.74709,3983,221,69,23,8.39909e-14
Nefertiti,1009118,7063814,CUDSS,PARTH,11,,0,0,9.75114,3908,207,64,19,8.39881e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PARTH,9,,0,0,8.67209,4602,204,10,70,8.87754e-14
Blue_Sea_Star,1120415,7842773,CUDSS,PARTH,11,,0,0,8.64945,4682,189,9,62,8.87423e-14
488FancyRoller,1138346,7963504,CUDSS,PARTH,9,,0,0,10.4236,4376,232,71,20,8.93818e-14
488FancyRoller,1138346,7963504,CUDSS,PARTH,11,,0,0,10.4863,4489,224,66,20,8.93926e-14
sphere5_1M,1171598,8201174,CUDSS,PARTH,9,,0,0,13.1987,4993,269,110,58,8.95187e-14
sphere5_1M,1171598,8201174,CUDSS,PARTH,11,,0,0,13.274,4434,260,103,58,8.94941e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PARTH,9,,0,0,10.0912,4901,259,91,40,9.09505e-14
Goethe_Lifemask,1173249,8208477,CUDSS,PARTH,11,,0,0,10.0309,4771,247,87,47,9.09281e-14
Xenophora,1177334,8241304,CUDSS,PARTH,9,,0,0,8.96243,4861,258,72,25,9.10622e-14
Xenophora,1177334,8241304,CUDSS,PARTH,11,,0,0,8.91624,4960,232,65,25,9.10179e-14
Dragon_2,1189200,8324424,CUDSS,PARTH,9,,0,0,8.40252,4843,250,62,18,9.11319e-14
Dragon_2,1189200,8324424,CUDSS,PARTH,11,,0,0,8.38244,4911,225,58,18,9.11701e-14
226633,1225855,8580985,CUDSS,PARTH,9,,0,0,17.3279,4781,313,146,96,9.38659e-14
226633,1225855,8580985,CUDSS,PARTH,11,,0,0,17.3372,4582,310,126,90,9.39e-14
Horse_Head,1250389,8750579,CUDSS,PARTH,9,,0,0,9.90015,5365,283,93,38,9.34756e-14
Horse_Head,1250389,8750579,CUDSS,PARTH,11,,0,0,9.92558,5595,273,94,38,9.34595e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PARTH,9,,0,0,10.6342,5124,289,105,47,9.36883e-14
Lucy_3M_O10,1264847,8853905,CUDSS,PARTH,11,,0,0,10.6355,5254,255,91,60,9.37215e-14
120628,1264847,8853905,CUDSS,PARTH,9,,0,0,10.7542,5024,290,97,74,9.37034e-14
120628,1264847,8853905,CUDSS,PARTH,11,,0,0,10.6291,5072,272,91,60,9.37125e-14
994785,1270940,8896568,CUDSS,PARTH,9,,0,0,10.743,4793,275,85,23,9.50181e-14
994785,1270940,8896568,CUDSS,PARTH,11,,0,0,10.7282,4998,259,79,24,9.49934e-14
994786,1279849,8958943,CUDSS,PARTH,9,,0,0,10.7363,4983,271,86,21,9.53661e-14
994786,1279849,8958943,CUDSS,PARTH,11,,0,0,10.7762,5014,258,82,22,9.53687e-14
103354,1347290,9489650,CUDSS,PARTH,9,,0,0,8.43843,5443,295,93,37,9.67036e-14
103354,1347290,9489650,CUDSS,PARTH,11,,0,0,8.41845,5609,246,72,21,9.6708e-14
Sphinx_1,1397519,9782671,CUDSS,PARTH,9,,0,0,11.3245,5675,315,128,43,9.98045e-14
Sphinx_1,1397519,9782671,CUDSS,PARTH,11,,0,0,11.3051,5499,267,99,44,9.98129e-14
out,1406021,9842135,CUDSS,PARTH,9,,0,0,13.6501,6074,347,116,79,1.00718e-13
out,1406021,9842135,CUDSS,PARTH,11,,0,0,13.6516,6137,319,98,84,1.00672e-13
Thorne,1478051,10346403,CUDSS,PARTH,9,,0,0,10.4893,6692,326,106,39,1.0239e-13
Thorne,1478051,10346403,CUDSS,PARTH,11,,0,0,10.5215,6732,320,99,40,1.02399e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PARTH,9,,0,0,9.41529,6347,342,103,51,1.05504e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PARTH,11,,0,0,9.46916,6443,327,95,49,1.05528e-13
372114,1577057,11039387,CUDSS,PARTH,9,,0,0,9.3285,6577,371,99,26,1.05606e-13
372114,1577057,11039387,CUDSS,PARTH,11,,0,0,9.41687,6474,298,88,47,1.05631e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PARTH,9,,0,0,9.41472,6397,325,102,41,1.05456e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PARTH,11,,0,0,9.46251,6416,307,95,47,1.0546e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PARTH,9,,0,0,11.8337,6455,357,150,49,1.05978e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PARTH,11,,0,0,11.7503,6351,334,109,87,1.05943e-13
Bootleg_Eve,1648092,11536650,CUDSS,PARTH,9,,0,0,8.92043,7296,368,103,59,1.07048e-13
Bootleg_Eve,1648092,11536650,CUDSS,PARTH,11,,0,0,8.99969,7142,333,92,58,1.07012e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PARTH,9,,0,0,10.3893,7637,341,115,46,1.09203e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PARTH,11,,0,0,10.3999,7323,335,110,48,1.09216e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PARTH,9,,0,0,8.60519,7216,349,109,49,1.07786e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PARTH,11,,0,0,8.59258,6719,327,98,48,1.07759e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PARTH,9,,0,0,10.3766,7148,371,121,68,1.10712e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PARTH,11,,0,0,10.315,7047,340,110,65,1.10703e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PARTH,9,,0,0,9.79005,7236,391,113,50,1.10111e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PARTH,11,,0,0,9.7472,7180,322,105,48,1.10104e-13
Beethoven,1749976,12249958,CUDSS,PARTH,9,,0,0,9.9082,7826,392,103,52,1.11323e-13
Beethoven,1749976,12249958,CUDSS,PARTH,11,,0,0,9.94022,7535,349,98,45,1.11356e-13
Murex_Romosus,1759781,12318455,CUDSS,PARTH,9,,0,0,12.016,7419,417,138,72,1.12071e-13
Murex_Romosus,1759781,12318455,CUDSS,PARTH,11,,0,0,12.0618,7356,366,119,86,1.12027e-13
bunnyhead,1550,10648,CUDSS,PATCH_ORDERING,6,rxmesh,128,3.53587,6.80785,22,14,12,3,3.41764e-15
bunnyhead,1550,10648,CUDSS,PATCH_ORDERING,6,rxmesh,128,4.68547,6.28343,37,14,11,3,3.37993e-15
bunnyhead,1550,10648,CUDSS,PATCH_ORDERING,5,metis_kway,128,28.8796,5.74437,18,14,12,5,3.39898e-15
bunnyhead,1550,10648,CUDSS,PATCH_ORDERING,5,metis_kway,128,8.59362,5.39294,14,14,11,3,3.37905e-15
squircle,2020,14094,CUDSS,PATCH_ORDERING,6,rxmesh,128,3.30752,8.01859,24,15,17,4,3.90575e-15
squircle,2020,14094,CUDSS,PATCH_ORDERING,6,rxmesh,128,4.4841,7.5845,9,15,11,3,3.8476e-15
squircle,2020,14094,CUDSS,PATCH_ORDERING,6,metis_kway,128,24.2003,7.52349,18,15,11,3,3.85416e-15
squircle,2020,14094,CUDSS,PATCH_ORDERING,6,metis_kway,128,11.7286,7.43068,10,15,11,3,3.89034e-15
plane_subdiv,2209,15169,CUDSS,PATCH_ORDERING,6,rxmesh,128,6.42858,3.88008,27,15,12,3,3.70776e-15
plane_subdiv,2209,15169,CUDSS,PATCH_ORDERING,6,rxmesh,128,4.0191,4.65957,20,15,12,3,3.70969e-15
plane_subdiv,2209,15169,CUDSS,PATCH_ORDERING,6,metis_kway,128,18.7824,4.2958,21,15,13,5,3.66155e-15
plane_subdiv,2209,15169,CUDSS,PATCH_ORDERING,6,metis_kway,128,10.1578,4.04503,19,15,12,3,3.68377e-15
triceratops,2832,19812,CUDSS,PATCH_ORDERING,7,rxmesh,128,5.0473,6.16313,12,17,11,3,4.41901e-15
triceratops,2832,19812,CUDSS,PATCH_ORDERING,7,rxmesh,128,3.57069,6.49919,16,16,11,3,4.3819e-15
triceratops,2832,19812,CUDSS,PATCH_ORDERING,6,metis_kway,128,16.6284,5.28367,7,16,12,3,4.44648e-15
triceratops,2832,19812,CUDSS,PATCH_ORDERING,6,metis_kway,128,16.7958,5.54613,17,15,11,5,4.42585e-15
cloth_uni_loop,3430,23540,CUDSS,PATCH_ORDERING,7,rxmesh,128,3.65875,6.53441,17,16,11,3,4.91243e-15
cloth_uni_loop,3430,23540,CUDSS,PATCH_ORDERING,7,rxmesh,128,4.3057,6.3938,15,16,14,5,4.92262e-15
cloth_uni_loop,3430,23540,CUDSS,PATCH_ORDERING,6,metis_kway,128,19.116,6.21895,40,15,15,4,4.84831e-15
cloth_uni_loop,3430,23540,CUDSS,PATCH_ORDERING,6,metis_kway,128,19.1819,6.31215,22,15,13,4,4.87936e-15
torus,4608,32256,CUDSS,PATCH_ORDERING,7,rxmesh,128,3.0544,8.96391,31,16,12,4,5.5961e-15
torus,4608,32256,CUDSS,PATCH_ORDERING,7,rxmesh,128,2.2487,8.59201,41,16,12,5,5.58848e-15
torus,4608,32256,CUDSS,PATCH_ORDERING,7,metis_kway,128,28.4927,7.91443,21,17,11,4,5.56283e-15
torus,4608,32256,CUDSS,PATCH_ORDERING,7,metis_kway,128,36.0799,7.57242,16,16,12,4,5.62746e-15
sphere5,6146,43010,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.65747,11.162,34,17,14,4,6.58726e-15
sphere5,6146,43010,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.30144,10.3327,35,17,12,4,6.61825e-15
sphere5,6146,43010,CUDSS,PATCH_ORDERING,7,metis_kway,128,59.9131,11.071,41,17,15,5,6.58961e-15
sphere5,6146,43010,CUDSS,PATCH_ORDERING,7,metis_kway,128,39.079,10.9519,26,17,11,4,6.54478e-15
upsample_box,6146,43010,CUDSS,PATCH_ORDERING,8,rxmesh,128,4.03277,10.7654,37,16,14,4,6.38137e-15
upsample_box,6146,43010,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.36259,11.1266,52,17,11,5,6.4219e-15
upsample_box,6146,43010,CUDSS,PATCH_ORDERING,7,metis_kway,128,39.1979,11.5977,33,17,12,5,6.37056e-15
upsample_box,6146,43010,CUDSS,PATCH_ORDERING,7,metis_kway,128,39.305,11.0755,21,18,12,6,6.40957e-15
Nicolo_da_Uzzano,6471,44963,CUDSS,PATCH_ORDERING,8,rxmesh,128,4.28339,7.95559,38,17,12,4,6.8713e-15
Nicolo_da_Uzzano,6471,44963,CUDSS,PATCH_ORDERING,8,rxmesh,128,4.17283,7.63012,36,17,11,4,6.84893e-15
Nicolo_da_Uzzano,6471,44963,CUDSS,PATCH_ORDERING,7,metis_kway,128,39.4745,7.26288,23,16,11,4,6.85067e-15
Nicolo_da_Uzzano,6471,44963,CUDSS,PATCH_ORDERING,7,metis_kway,128,39.4792,7.26457,34,16,11,4,6.79712e-15
Fennec_Fox,6563,45929,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.50925,7.78804,52,17,11,4,6.75833e-15
Fennec_Fox,6563,45929,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.26662,8.54539,45,17,12,4,6.85886e-15
Fennec_Fox,6563,45929,CUDSS,PATCH_ORDERING,7,metis_kway,128,42.8811,7.93706,22,18,11,4,6.78697e-15
Fennec_Fox,6563,45929,CUDSS,PATCH_ORDERING,7,metis_kway,128,42.6531,7.98448,21,18,14,8,6.79752e-15
squirrel,8800,61588,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.76934,8.45031,45,18,11,4,7.81304e-15
squirrel,8800,61588,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.7929,8.1913,45,18,18,6,7.91003e-15
squirrel,8800,61588,CUDSS,PATCH_ORDERING,8,metis_kway,128,55.7649,8.00727,35,18,16,6,7.84357e-15
squirrel,8800,61588,CUDSS,PATCH_ORDERING,8,metis_kway,128,78.9217,8.25641,36,18,12,4,7.85551e-15
dragon,10000,70000,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.51027,7.60311,55,18,11,4,8.34188e-15
dragon,10000,70000,CUDSS,PATCH_ORDERING,8,rxmesh,128,4.28934,7.51603,46,18,10,4,8.34971e-15
dragon,10000,70000,CUDSS,PATCH_ORDERING,8,metis_kway,128,66.6222,7.0128,47,18,14,7,8.42072e-15
dragon,10000,70000,CUDSS,PATCH_ORDERING,8,metis_kway,128,99.9547,7.19966,46,18,11,5,8.40305e-15
rocker-arm,10044,70308,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.51024,7.71437,45,18,17,5,8.4005e-15
rocker-arm,10044,70308,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.69459,7.78981,46,18,12,4,8.45179e-15
rocker-arm,10044,70308,CUDSS,PATCH_ORDERING,8,metis_kway,128,65.3604,7.24982,36,18,16,5,8.43215e-15
rocker-arm,10044,70308,CUDSS,PATCH_ORDERING,8,metis_kway,128,107.106,7.44208,40,19,11,5,8.3663e-15
complex_tube,10841,76031,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.5287,9.70647,51,19,16,5,8.62085e-15
complex_tube,10841,76031,CUDSS,PATCH_ORDERING,8,rxmesh,128,3.4263,9.35059,60,19,12,5,8.62882e-15
complex_tube,10841,76031,CUDSS,PATCH_ORDERING,8,metis_kway,128,73.3479,10.3795,39,19,12,6,8.66124e-15
complex_tube,10841,76031,CUDSS,PATCH_ORDERING,8,metis_kway,128,73.3712,9.05427,46,19,15,5,8.59508e-15
armadillo,13035,91233,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.95469,7.8087,73,19,12,4,9.51146e-15
armadillo,13035,91233,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.59322,7.93394,65,19,11,5,9.4988e-15
armadillo,13035,91233,CUDSS,PATCH_ORDERING,8,metis_kway,128,88.6257,7.53053,63,18,11,5,9.49305e-15
armadillo,13035,91233,CUDSS,PATCH_ORDERING,8,metis_kway,128,86.6383,7.57506,48,18,12,5,9.56852e-15
ear2,13496,94448,CUDSS,PATCH_ORDERING,9,rxmesh,128,4.8384,8.9028,67,20,11,4,9.80643e-15
ear2,13496,94448,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.77549,9.0695,65,20,17,5,9.79574e-15
ear2,13496,94448,CUDSS,PATCH_ORDERING,8,metis_kway,128,88.3518,8.78007,51,19,16,5,9.79271e-15
ear2,13496,94448,CUDSS,PATCH_ORDERING,8,metis_kway,128,87.1204,8.57956,50,19,14,6,9.8204e-15
cloth_loop3,14320,99322,CUDSS,PATCH_ORDERING,9,rxmesh,128,4.89062,8.15461,66,20,12,5,9.97262e-15
cloth_loop3,14320,99322,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.79085,8.11154,72,20,11,5,9.99209e-15
cloth_loop3,14320,99322,CUDSS,PATCH_ORDERING,8,metis_kway,128,94.1168,7.58321,40,19,12,5,9.90558e-15
cloth_loop3,14320,99322,CUDSS,PATCH_ORDERING,8,metis_kway,128,93.5219,7.75542,48,20,11,5,9.90738e-15
Land,14738,103154,CUDSS,PATCH_ORDERING,9,rxmesh,128,7.37382,6.61944,73,20,11,4,1.01339e-14
Land,14738,103154,CUDSS,PATCH_ORDERING,9,rxmesh,128,5.8624,6.79555,63,20,11,5,1.00752e-14
Land,14738,103154,CUDSS,PATCH_ORDERING,8,metis_kway,128,95.9491,6.55341,48,19,13,7,1.00942e-14
Land,14738,103154,CUDSS,PATCH_ORDERING,8,metis_kway,128,96.8842,6.40357,59,20,11,5,1.00306e-14
davidhead,14964,104736,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.90128,10.0757,66,21,12,5,1.03908e-14
davidhead,14964,104736,CUDSS,PATCH_ORDERING,9,rxmesh,128,6.55974,9.9849,69,20,11,6,1.03759e-14
davidhead,14964,104736,CUDSS,PATCH_ORDERING,8,metis_kway,128,102.294,9.60491,48,20,11,6,1.03292e-14
davidhead,14964,104736,CUDSS,PATCH_ORDERING,8,metis_kway,128,106.235,9.75449,47,21,17,6,1.03484e-14
beetle,19887,136991,CUDSS,PATCH_ORDERING,9,rxmesh,128,7.37792,7.88013,68,21,12,5,1.19973e-14
beetle,19887,136991,CUDSS,PATCH_ORDERING,9,rxmesh,128,7.50899,8.20497,69,22,11,5,1.19778e-14
beetle,19887,136991,CUDSS,PATCH_ORDERING,9,metis_kway,128,129.928,7.75399,72,20,11,5,1.20354e-14
beetle,19887,136991,CUDSS,PATCH_ORDERING,9,metis_kway,128,128.986,7.92006,69,21,15,5,1.2044e-14
bumpy-cube,19970,139778,CUDSS,PATCH_ORDERING,9,rxmesh,128,4.81382,11.4622,81,23,11,6,1.20426e-14
bumpy-cube,19970,139778,CUDSS,PATCH_ORDERING,9,rxmesh,128,5.65578,11.1841,72,22,14,6,1.20603e-14
bumpy-cube,19970,139778,CUDSS,PATCH_ORDERING,9,metis_kway,128,141.108,10.9526,81,22,11,6,1.2084e-14
bumpy-cube,19970,139778,CUDSS,PATCH_ORDERING,9,metis_kway,128,142.458,11.1446,69,22,11,7,1.21229e-14
sphere6,24578,172034,CUDSS,PATCH_ORDERING,9,rxmesh,128,3.85146,12.8523,76,25,11,8,1.33262e-14
sphere6,24578,172034,CUDSS,PATCH_ORDERING,10,rxmesh,128,4.04582,12.6541,118,24,19,11,1.32846e-14
sphere6,24578,172034,CUDSS,PATCH_ORDERING,9,metis_kway,128,175.466,12.7485,81,24,10,8,1.33023e-14
sphere6,24578,172034,CUDSS,PATCH_ORDERING,9,metis_kway,128,175.285,13.0411,73,25,12,8,1.32675e-14
gargoyle,29921,209435,CUDSS,PATCH_ORDERING,9,rxmesh,128,5.46406,9.73375,96,26,11,7,1.47419e-14
gargoyle,29921,209435,CUDSS,PATCH_ORDERING,10,rxmesh,128,5.75181,9.78117,121,26,13,7,1.47762e-14
gargoyle,29921,209435,CUDSS,PATCH_ORDERING,9,metis_kway,128,207.772,9.55285,79,25,14,12,1.4779e-14
gargoyle,29921,209435,CUDSS,PATCH_ORDERING,9,metis_kway,128,207.477,9.52564,78,25,11,7,1.47254e-14
191118_mia337_081675_64Kmesh_MMrepaired,31771,223621,CUDSS,PATCH_ORDERING,9,rxmesh,128,5.91155,9.28637,93,26,12,7,1.5003e-14
191118_mia337_081675_64Kmesh_MMrepaired,31771,223621,CUDSS,PATCH_ORDERING,10,rxmesh,128,8.89949,9.2253,128,27,13,7,1.50323e-14
191118_mia337_081675_64Kmesh_MMrepaired,31771,223621,CUDSS,PATCH_ORDERING,9,metis_kway,128,268.358,8.56471,97,25,11,7,1.5004e-14
191118_mia337_081675_64Kmesh_MMrepaired,31771,223621,CUDSS,PATCH_ORDERING,9,metis_kway,128,223.499,8.85064,83,26,13,7,1.50001e-14
Mia_000887_ShakyamuniBuddha,32008,224008,CUDSS,PATCH_ORDERING,9,rxmesh,128,5.53267,9.47556,108,27,11,8,1.4999e-14
Mia_000887_ShakyamuniBuddha,32008,224008,CUDSS,PATCH_ORDERING,10,rxmesh,128,5.98323,9.76756,121,27,14,10,1.49753e-14
Mia_000887_ShakyamuniBuddha,32008,224008,CUDSS,PATCH_ORDERING,9,metis_kway,128,223.854,9.24061,86,26,26,9,1.50433e-14
Mia_000887_ShakyamuniBuddha,32008,224008,CUDSS,PATCH_ORDERING,9,metis_kway,128,240.631,9.28788,92,25,12,8,1.50195e-14
Mia_001135_Zun_64K_OBJ,31996,223996,CUDSS,PATCH_ORDERING,9,rxmesh,128,7.6503,8.84664,91,26,11,7,1.51957e-14
Mia_001135_Zun_64K_OBJ,31996,223996,CUDSS,PATCH_ORDERING,10,rxmesh,128,3.87891,9.04624,121,27,11,7,1.51784e-14
Mia_001135_Zun_64K_OBJ,31996,223996,CUDSS,PATCH_ORDERING,9,metis_kway,128,223.657,8.59575,81,25,15,7,1.51877e-14
Mia_001135_Zun_64K_OBJ,31996,223996,CUDSS,PATCH_ORDERING,9,metis_kway,128,233.317,8.70053,87,25,11,7,1.51984e-14
chinese_dragon,65599,459181,CUDSS,PATCH_ORDERING,9,rxmesh,128,14.6473,7.31185,118,31,11,9,2.14767e-14
chinese_dragon,65599,459181,CUDSS,PATCH_ORDERING,11,rxmesh,128,10.4397,7.72671,256,37,12,9,2.14004e-14
chinese_dragon,65599,459181,CUDSS,PATCH_ORDERING,9,metis_kway,128,477.462,7.15201,123,30,11,10,2.14683e-14
chinese_dragon,65599,459181,CUDSS,PATCH_ORDERING,11,metis_kway,128,477.252,7.55485,232,34,27,16,2.13822e-14
loop,173440,1214560,CUDSS,PATCH_ORDERING,9,rxmesh,512,8.51866,13.8411,176,66,20,8,3.50791e-14
loop,173440,1214560,CUDSS,PATCH_ORDERING,11,rxmesh,128,30.1957,13.4515,390,64,13,20,3.51425e-14
loop,173440,1214560,CUDSS,PATCH_ORDERING,9,metis_kway,512,454.923,13.4881,175,62,21,7,3.5051e-14
loop,173440,1214560,CUDSS,PATCH_ORDERING,11,metis_kway,128,1518.89,13.3943,373,64,19,9,3.51469e-14
Jahn_C,181309,1269151,CUDSS,PATCH_ORDERING,9,rxmesh,512,13.488,9.79376,161,61,17,9,3.57043e-14
Jahn_C,181309,1269151,CUDSS,PATCH_ORDERING,11,rxmesh,128,18.1678,10.5278,398,67,23,9,3.57112e-14
Jahn_C,181309,1269151,CUDSS,PATCH_ORDERING,9,metis_kway,512,467.552,9.94433,154,62,21,8,3.56765e-14
Jahn_C,181309,1269151,CUDSS,PATCH_ORDERING,11,metis_kway,128,1550.9,10.372,352,63,20,10,3.57062e-14
edgar-allan-poe-1,194632,1362412,CUDSS,PATCH_ORDERING,9,rxmesh,512,9.63174,10.1901,199,64,22,13,3.70422e-14
edgar-allan-poe-1,194632,1362412,CUDSS,PATCH_ORDERING,11,rxmesh,128,28.7148,10.7161,431,69,23,10,3.70629e-14
edgar-allan-poe-1,194632,1362412,CUDSS,PATCH_ORDERING,9,metis_kway,512,549.867,10.1778,199,64,21,8,3.70209e-14
edgar-allan-poe-1,194632,1362412,CUDSS,PATCH_ORDERING,11,metis_kway,128,1756.46,10.6529,393,66,21,9,3.70856e-14
d200k,200926,1402776,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.8161,10.9883,167,66,21,8,3.78738e-14
d200k,200926,1402776,CUDSS,PATCH_ORDERING,11,rxmesh,128,21.7231,11.5205,413,68,24,10,3.78588e-14
d200k,200926,1402776,CUDSS,PATCH_ORDERING,9,metis_kway,512,519.74,11.2088,155,67,22,9,3.78592e-14
d200k,200926,1402776,CUDSS,PATCH_ORDERING,11,metis_kway,128,1751,11.5053,395,69,19,9,3.78332e-14
Hans_Moser_C,203915,1427393,CUDSS,PATCH_ORDERING,9,rxmesh,512,13.3222,10.7162,178,66,21,9,3.80355e-14
Hans_Moser_C,203915,1427393,CUDSS,PATCH_ORDERING,11,rxmesh,128,23.0254,11.147,420,70,26,10,3.80602e-14
Hans_Moser_C,203915,1427393,CUDSS,PATCH_ORDERING,9,metis_kway,512,539.761,10.6566,192,69,26,8,3.8036e-14
Hans_Moser_C,203915,1427393,CUDSS,PATCH_ORDERING,11,metis_kway,128,1833.26,10.9175,422,68,22,10,3.81154e-14
Maenner_Gespraech_C,237402,1661886,CUDSS,PATCH_ORDERING,9,rxmesh,512,16.2243,10.8834,198,74,35,19,4.09111e-14
Maenner_Gespraech_C,237402,1661886,CUDSS,PATCH_ORDERING,11,rxmesh,128,33.3097,11.2022,441,81,29,11,4.09747e-14
Maenner_Gespraech_C,237402,1661886,CUDSS,PATCH_ORDERING,9,metis_kway,512,626.044,11.0387,221,74,25,9,4.09459e-14
Maenner_Gespraech_C,237402,1661886,CUDSS,PATCH_ORDERING,11,metis_kway,128,2078.48,10.9309,449,74,25,11,4.0944e-14
Marx_Mozart_C,241878,1695366,CUDSS,PATCH_ORDERING,9,rxmesh,512,26.2152,8.92105,225,70,20,11,4.13046e-14
Marx_Mozart_C,241878,1695366,CUDSS,PATCH_ORDERING,11,rxmesh,128,90.3155,9.39605,457,79,26,11,4.12642e-14
Marx_Mozart_C,241878,1695366,CUDSS,PATCH_ORDERING,9,metis_kway,512,651.582,9.08612,215,72,21,9,4.12299e-14
Marx_Mozart_C,241878,1695366,CUDSS,PATCH_ORDERING,11,metis_kway,128,2105.02,9.37712,443,78,25,10,4.13406e-14
Marx_Grab01_C,242564,1697948,CUDSS,PATCH_ORDERING,9,rxmesh,512,10.1468,10.7333,223,74,24,11,4.15107e-14
Marx_Grab01_C,242564,1697948,CUDSS,PATCH_ORDERING,11,rxmesh,128,48.7731,11.0334,469,83,28,11,4.15279e-14
Marx_Grab01_C,242564,1697948,CUDSS,PATCH_ORDERING,9,metis_kway,512,650.19,10.7927,230,75,23,11,4.15237e-14
