G_N,G_NNZ,factor/matrix NNZ ratio,factor/metis factor,org factor/metis factor,ordering_time,analysis_time,factorization_time,solve_time,residual
120000,2276754,44.1272,1.69028,3.4166,56,-1,-1,-1,0
120000,2282127,44.2969,1.64176,3.33376,59,-1,-1,-1,0
120000,2283738,46.732,1.7608,3.39791,60,-1,-1,-1,0
120000,2284197,46.9992,1.77018,3.39977,62,-1,-1,-1,0
120000,2285250,47.4238,1.78679,3.39401,58,-1,-1,-1,0
120000,2286321,46.1811,1.72503,3.37898,76,-1,-1,-1,0
120000,2287572,48.2304,1.80995,3.39708,55,-1,-1,-1,0
120000,2288508,47.405,1.74977,3.34151,86,-1,-1,-1,0
120000,2289543,45.8442,1.69983,3.35455,59,-1,-1,-1,0
120000,2289831,46.3193,1.75963,3.43792,66,-1,-1,-1,0
120000,2290632,47.5533,1.78898,3.40852,80,-1,-1,-1,0
120000,2291127,46.9206,1.75492,3.38829,82,-1,-1,-1,0
120000,2291721,48.8658,1.84328,3.4227,59,-1,-1,-1,0
120000,2292396,45.9712,1.7221,3.39207,50,-1,-1,-1,0
120000,2292792,46.4998,1.77544,3.45846,60,-1,-1,-1,0
120000,2293422,48.4747,1.82485,3.40616,62,-1,-1,-1,0
120000,2293872,47.3632,1.7617,3.37338,59,-1,-1,-1,0
120000,2294034,48.2006,1.80705,3.39835,59,-1,-1,-1,0
120000,2247009,44.3413,1.7244,3.33413,66,-1,-1,-1,0
120000,2249889,44.8506,1.7499,3.38006,77,-1,-1,-1,0
120000,2252256,43.6696,1.68068,3.36373,61,-1,-1,-1,0
120000,2258367,44.7267,1.6418,3.2751,57,-1,-1,-1,0
120000,2266953,46.1823,1.70004,3.48274,61,-1,-1,-1,0
120000,2278635,47.5449,1.72053,3.53481,59,-1,-1,-1,0
120000,2285367,48.823,1.7507,3.53163,62,-1,-1,-1,0
120000,2292036,50.1439,1.77752,3.52693,65,-1,-1,-1,0
120000,2296869,46.9202,1.65669,3.53272,54,-1,-1,-1,0
120000,2308200,49.6785,1.72629,3.52717,56,-1,-1,-1,0
120000,2314293,50.1078,1.75087,3.57622,67,-1,-1,-1,0
120000,2320152,51.9005,1.79144,3.57908,60,-1,-1,-1,0
120000,2327838,49.8903,1.74276,3.62897,62,-1,-1,-1,0
120000,2332167,51.3893,1.74178,3.53745,65,-1,-1,-1,0
120000,2342355,52.4184,1.72452,3.44331,73,-1,-1,-1,0
120000,2348322,50.9637,1.65879,3.47398,65,-1,-1,-1,0
120000,2352669,49.7831,1.65664,3.55989,60,-1,-1,-1,0
120000,2356566,51.5541,1.71803,3.57861,79,-1,-1,-1,0
120000,2357232,50.9132,1.69842,3.58787,79,-1,-1,-1,0
120000,2357898,51.0914,1.71545,3.61327,83,-1,-1,-1,0
120000,2360526,51.2206,1.71034,3.59778,61,-1,-1,-1,0
120000,2362083,51.5782,1.71958,3.58869,76,-1,-1,-1,0
120000,2362884,50.5329,1.6494,3.52376,64,-1,-1,-1,0
120000,2363928,49.9769,1.64079,3.5469,61,-1,-1,-1,0
120000,2364792,52.8485,1.74175,3.55931,64,-1,-1,-1,0
120000,2365674,50.0212,1.65654,3.57548,60,-1,-1,-1,0
120000,2366007,51.1989,1.7221,3.63208,64,-1,-1,-1,0
120000,2366430,52.3795,1.71493,3.5344,68,-1,-1,-1,0
120000,2366808,51.0759,1.68146,3.55271,66,-1,-1,-1,0
120000,2366889,53.1354,1.75175,3.55604,61,-1,-1,-1,0
120000,2367267,50.8012,1.68125,3.56881,59,-1,-1,-1,0
120000,2367285,53.4561,1.78097,3.59917,62,-1,-1,-1,0
120000,2367465,52.7926,1.76191,3.61208,64,-1,-1,-1,0
120000,2367807,52.6662,1.74201,3.57363,60,-1,-1,-1,0
120000,2368050,52.6781,1.75396,3.59299,70,-1,-1,-1,0
120000,2367888,51.4431,1.70481,3.58294,58,-1,-1,-1,0
120000,2368356,53.5696,1.78712,3.61539,82,-1,-1,-1,0
120000,2368419,51.396,1.65835,3.50227,61,-1,-1,-1,0
120000,2368383,51.2951,1.70458,3.60196,65,-1,-1,-1,0
120000,2368545,50.7544,1.67226,3.58381,64,-1,-1,-1,0
120000,2310684,50.1558,1.68324,3.63965,57,-1,-1,-1,0
120000,2315922,51.9736,1.71034,3.63907,63,-1,-1,-1,0
120000,2323383,55.3578,1.84682,3.76799,64,-1,-1,-1,0
120000,2337081,54.7613,1.77469,3.74117,61,-1,-1,-1,0
120000,2346531,58.8225,1.85381,3.67044,63,-1,-1,-1,0
120000,2356989,56.5833,1.78687,3.74117,66,-1,-1,-1,0
120000,2371587,57.853,1.81589,3.81857,82,-1,-1,-1,0
120000,2380380,58.945,1.78752,3.74416,61,-1,-1,-1,0
120000,2388561,60.214,1.8326,3.8217,65,-1,-1,-1,0
120000,2399226,60.7876,1.84634,3.92986,64,-1,-1,-1,0
120000,2409198,60.3683,1.77932,3.8702,71,-1,-1,-1,0
120000,2413905,65.249,1.94117,3.92131,62,-1,-1,-1,0
120000,2422410,57.5602,1.6988,3.93303,67,-1,-1,-1,0
120000,2423724,59.2386,1.72121,3.86645,62,-1,-1,-1,0
120000,2427873,62.6963,1.86538,4.02297,68,-1,-1,-1,0
120000,2434344,63.2205,1.82076,3.95084,65,-1,-1,-1,0
120000,2438457,61.5661,1.82153,4.05063,61,-1,-1,-1,0
120000,2441580,63.3711,1.82796,3.95111,62,-1,-1,-1,0
120000,2443839,61.9603,1.80061,3.96755,60,-1,-1,-1,0
120000,2445432,64.8486,1.82276,3.84606,64,-1,-1,-1,0
120000,2446440,63.8467,1.84887,3.96286,69,-1,-1,-1,0
120000,2448195,64.418,1.83537,3.92037,65,-1,-1,-1,0
120000,2449500,61.0392,1.75906,3.96362,64,-1,-1,-1,0
120000,2450319,63.2933,1.74838,3.75529,61,-1,-1,-1,0
120000,2450742,64.4891,1.82172,3.83571,84,-1,-1,-1,0
120000,2450814,63.4613,1.81349,3.90546,66,-1,-1,-1,0
120000,2451066,64.9001,1.82048,3.84536,64,-1,-1,-1,0
120000,2451534,64.664,1.77806,3.73302,66,-1,-1,-1,0
120000,2451741,63.025,1.849,4.02398,69,-1,-1,-1,0
120000,2452389,63.7701,1.74244,3.73802,61,-1,-1,-1,0
120000,2452776,65.601,1.86953,3.89991,64,-1,-1,-1,0
120000,2452713,61.7649,1.79928,3.98703,76,-1,-1,-1,0
120000,2452677,62.673,1.83752,4.00448,74,-1,-1,-1,0
120000,2452695,62.5269,1.78743,3.90247,61,-1,-1,-1,0
120000,2452884,61.9447,1.8077,3.97991,64,-1,-1,-1,0
120000,2377158,62.0397,1.8336,4.05415,64,-1,-1,-1,0
120000,2382603,62.9256,1.90395,4.23818,68,-1,-1,-1,0
120000,2391891,63.4376,1.8941,4.22726,64,-1,-1,-1,0
120000,2406579,63.3932,1.90002,4.32577,62,-1,-1,-1,0
120000,2417892,66.2122,1.91578,4.18593,65,-1,-1,-1,0
120000,2426127,65.4048,1.8477,4.1512,64,-1,-1,-1,0
120000,2434128,66.105,1.83018,4.09637,62,-1,-1,-1,0
120000,2445216,65.4278,1.87541,4.2662,62,-1,-1,-1,0
120000,2457924,66.5413,1.79368,4.06533,62,-1,-1,-1,0
120000,2464845,64.5879,1.79757,4.18908,61,-1,-1,-1,0
120000,2471820,67.917,1.84067,4.08161,59,-1,-1,-1,0
120000,2479173,66.2339,1.82094,4.18657,65,-1,-1,-1,0
120000,2485275,66.8757,1.83648,4.19924,71,-1,-1,-1,0
120000,2489190,70.3431,1.96394,4.30207,67,-1,-1,-1,0
120000,2494410,65.4207,1.78006,4.19507,73,-1,-1,-1,0
120000,2497002,63.4816,1.69601,4.11785,64,-1,-1,-1,0
120000,2501043,62.7959,1.71862,4.22027,66,-1,-1,-1,0
120000,2503158,64.7742,1.76999,4.21722,67,-1,-1,-1,0
120000,2503986,67.2501,1.84657,4.24134,73,-1,-1,-1,0
120000,2504805,69.4662,1.81451,4.02575,69,-1,-1,-1,0
120000,2505516,66.5868,1.78521,4.13596,70,-1,-1,-1,0
120000,2506173,65.9839,1.75841,4.1176,66,-1,-1,-1,0
120000,2506812,66.1163,1.78596,4.17394,80,-1,-1,-1,0
120000,2507100,65.8738,1.71306,4.0189,60,-1,-1,-1,0
120000,2508594,65.3229,1.69044,3.98191,63,-1,-1,-1,0
120000,2508612,66.1462,1.72974,4.03763,65,-1,-1,-1,0
120000,2508585,66.5928,1.72288,3.98247,79,-1,-1,-1,0
120000,2508495,65.1878,1.75698,4.13822,62,-1,-1,-1,0
120000,2508774,67.0895,1.76676,4.04702,65,-1,-1,-1,0
120000,2509089,64.9431,1.76522,4.17676,67,-1,-1,-1,0
120000,2509170,66.2315,1.74933,4.05505,69,-1,-1,-1,0
120000,2509755,63.9982,1.70053,4.07418,61,-1,-1,-1,0
120000,2509458,62.1376,1.68655,4.15343,68,-1,-1,-1,0
120000,2509260,67.4401,1.83489,4.16451,65,-1,-1,-1,0
120000,2509485,66.856,1.80058,4.13315,86,-1,-1,-1,0
120000,2509791,69.8402,1.83875,4.04942,68,-1,-1,-1,0
120000,2509809,65.2221,1.72812,4.07886,66,-1,-1,-1,0
120000,2509557,66.6262,1.76003,4.07499,60,-1,-1,-1,0
120000,2509836,67.5912,1.72972,3.94232,62,-1,-1,-1,0
120000,2509818,71.2832,1.94237,4.19456,62,-1,-1,-1,0
120000,2510052,64.3585,1.72479,4.12949,63,-1,-1,-1,0
120000,2509989,66.4798,1.77321,4.10682,62,-1,-1,-1,0
120000,2510223,68.4482,1.80285,4.05539,85,-1,-1,-1,0
120000,2510124,66.4563,1.71872,3.9801,61,-1,-1,-1,0
120000,2509998,67.5238,1.80795,4.12095,94,-1,-1,-1,0
120000,2509854,66.9207,1.73057,3.97518,89,-1,-1,-1,0
120000,2413131,63.2356,1.82799,4.49663,80,-1,-1,-1,0
120000,2418666,64.9677,1.83512,4.41847,62,-1,-1,-1,0
120000,2432265,66.5897,1.84095,4.35633,63,-1,-1,-1,0
120000,2447223,66.0923,1.86613,4.46641,68,-1,-1,-1,0
120000,2457960,68.8941,1.83717,4.21795,61,-1,-1,-1,0
120000,2463765,66.6947,1.86537,4.42998,63,-1,-1,-1,0
120000,2474169,67.2704,1.89607,4.47067,67,-1,-1,-1,0
120000,2484186,64.8338,1.79392,4.4313,59,-1,-1,-1,0
120000,2490783,67.2413,1.76746,4.2196,63,-1,-1,-1,0
120000,2499468,67.5157,1.84327,4.37597,66,-1,-1,-1,0
120000,2506560,67.1271,1.87077,4.4721,63,-1,-1,-1,0
120000,2512500,65.602,1.73439,4.23895,64,-1,-1,-1,0
120000,2517603,66.0853,1.77116,4.32023,65,-1,-1,-1,0
120000,2521500,72.8847,1.99561,4.42133,75,-1,-1,-1,0
120000,2528439,68.8677,1.84068,4.31654,82,-1,-1,-1,0
120000,2531211,68.2054,1.80001,4.2513,61,-1,-1,-1,0
120000,2533776,67.2333,1.7873,4.28335,77,-1,-1,-1,0
120000,2535648,69.2584,1.80867,4.19976,61,-1,-1,-1,0
120000,2538222,69.7135,1.81118,4.16613,71,-1,-1,-1,0
120000,2540751,66.006,1.73292,4.21154,64,-1,-1,-1,0
120000,2542389,68.4486,1.78867,4.19343,66,-1,-1,-1,0
120000,2544828,72.3135,1.9502,4.33533,65,-1,-1,-1,0
120000,2546097,67.8595,1.80945,4.28332,61,-1,-1,-1,0
120000,2546394,72.8994,1.96568,4.32687,76,-1,-1,-1,0
120000,2546799,71.633,1.90531,4.26327,67,-1,-1,-1,0
120000,2547276,69.0758,1.79168,4.16141,60,-1,-1,-1,0
120000,2546673,68.1331,1.79717,4.22417,66,-1,-1,-1,0
120000,2547339,68.4781,1.81294,4.25034,64,-1,-1,-1,0
120000,2546997,68.2666,1.79724,4.22351,68,-1,-1,-1,0
120000,2547402,71.1359,1.84406,4.16074,67,-1,-1,-1,0
120000,2547852,73.3512,1.92876,4.21534,64,-1,-1,-1,0
120000,2548545,71.8583,1.88184,4.19755,67,-1,-1,-1,0
120000,2548734,69.9552,1.82189,4.18553,74,-1,-1,-1,0
120000,2549103,71.0361,1.83265,4.15001,84,-1,-1,-1,0
120000,2548932,68.4715,1.81231,4.25569,63,-1,-1,-1,0
120000,2549004,68.3281,1.78122,4.19481,62,-1,-1,-1,0
120000,2548815,68.2311,1.75764,4.15364,83,-1,-1,-1,0
120000,2549031,69.293,1.8034,4.19255,62,-1,-1,-1,0
120000,2549166,73.3397,1.92753,4.23783,64,-1,-1,-1,0
120000,2549031,71.2121,1.87708,4.25639,66,-1,-1,-1,0
120000,2549175,71.689,1.84725,4.16123,65,-1,-1,-1,0
120000,2549139,69.4469,1.8343,4.26555,65,-1,-1,-1,0
120000,2549490,72.9004,1.9019,4.21372,61,-1,-1,-1,0
120000,2419143,65.8154,1.90964,4.66619,65,-1,-1,-1,0
120000,2426622,68.4,1.96361,4.64495,64,-1,-1,-1,0
120000,2438079,63.2586,1.82817,4.69854,68,-1,-1,-1,0
120000,2456169,67.2813,1.92945,4.68603,67,-1,-1,-1,0
120000,2465646,67.7023,1.91014,4.61423,70,-1,-1,-1,0
120000,2473917,66.0407,1.78253,4.42413,78,-1,-1,-1,0
120000,2482962,67.752,1.8802,4.56177,63,-1,-1,-1,0
120000,2491818,70.3847,1.97723,4.63139,64,-1,-1,-1,0
120000,2497254,64.6957,1.82622,4.65054,64,-1,-1,-1,0
120000,2504058,64.9606,1.80301,4.56483,58,-1,-1,-1,0
120000,2510943,64.5241,1.78276,4.5378,63,-1,-1,-1,0
120000,2516577,66.0145,1.82425,4.54266,66,-1,-1,-1,0
120000,2523228,74.1381,2.03806,4.51708,63,-1,-1,-1,0
120000,2526810,72.5302,1.90201,4.30963,61,-1,-1,-1,0
120000,2530761,72.0522,1.97006,4.55436,66,-1,-1,-1,0
120000,2534253,67.307,1.83697,4.54743,59,-1,-1,-1,0
120000,2539158,70.4575,1.84008,4.40441,60,-1,-1,-1,0
120000,2545755,67.3264,1.77744,4.46501,66,-1,-1,-1,0
120000,2549625,66.7551,1.75766,4.45674,68,-1,-1,-1,0
120000,2555988,70.2009,1.92427,4.63266,65,-1,-1,-1,0
120000,2558733,70.6838,1.90035,4.57172,79,-1,-1,-1,0
120000,2560758,69.1108,1.83367,4.49823,65,-1,-1,-1,0
120000,2562666,69.4963,1.85006,4.50584,66,-1,-1,-1,0
120000,2563980,64.176,1.70108,4.47395,71,-1,-1,-1,0
120000,2564088,72.2558,1.96604,4.57867,80,-1,-1,-1,0
120000,2565600,75.4489,2.00032,4.80802,68,-1,-1,-1,0
120000,2566959,70.3637,1.80417,4.64726,86,-1,-1,-1,0
120000,2567688,66.9075,1.81266,4.91047,69,-1,-1,-1,0
120000,2567805,65.3293,1.75231,4.87307,67,-1,-1,-1,0
120000,2568165,68.8157,1.82881,4.82393,74,-1,-1,-1,0
120000,2568057,66.2114,1.7636,4.82976,71,-1,-1,-1,0
120000,2568129,66.0576,1.78478,4.89216,64,-1,-1,-1,0
120000,2568759,66.5826,1.7891,4.87758,84,-1,-1,-1,0
120000,2569083,71.4177,1.94257,4.9374,62,-1,-1,-1,0
120000,2569308,70.7116,1.87333,4.80143,64,-1,-1,-1,0
120000,2569182,71.6518,1.94889,4.93235,73,-1,-1,-1,0
120000,2569389,70.0881,1.86381,4.81441,66,-1,-1,-1,0
120000,2569713,66.1809,1.78013,4.85458,63,-1,-1,-1,0
120000,2569749,73.8068,1.90844,4.66487,80,-1,-1,-1,0
120000,2569848,73.171,1.97968,4.88838,60,-1,-1,-1,0
120000,2570226,67.8163,1.76816,4.71676,65,-1,-1,-1,0
120000,2570289,67.9289,1.80089,4.79336,79,-1,-1,-1,0
120000,2570532,72.4621,1.92394,4.79883,61,-1,-1,-1,0
120000,2570973,64.6735,1.72897,4.83202,64,-1,-1,-1,0
120000,2570838,69.7193,1.84585,4.78401,68,-1,-1,-1,0
120000,2571180,72.0085,1.9135,4.80356,68,-1,-1,-1,0
120000,2571090,73.5283,1.96144,4.82285,69,-1,-1,-1,0
120000,2571135,77.7395,2.0831,4.84249,71,-1,-1,-1,0
120000,2571585,75.0044,1.89018,4.5537,62,-1,-1,-1,0
120000,2571918,74.7121,1.99498,4.83959,69,-1,-1,-1,0
120000,2429304,66.6846,1.9712,5.2586,70,-1,-1,-1,0
120000,2436765,65.5299,1.93142,5.30057,73,-1,-1,-1,0
120000,2454027,62.2578,1.82357,5.3066,63,-1,-1,-1,0
120000,2468850,69.8567,1.95814,5.10175,65,-1,-1,-1,0
120000,2481909,69.4564,2.01018,5.26578,62,-1,-1,-1,0
120000,2490126,72.4161,2.09823,5.27687,65,-1,-1,-1,0
120000,2496390,70.2462,2.04335,5.30326,63,-1,-1,-1,0
120000,2503833,68.7458,1.96824,5.20948,69,-1,-1,-1,0
120000,2507712,72.6855,2.08145,5.2023,67,-1,-1,-1,0
120000,2510691,72.8964,2.08363,5.19698,85,-1,-1,-1,0
120000,2516901,69.2582,1.95684,5.1274,84,-1,-1,-1,0
120000,2524866,64.8178,1.81182,5.05567,66,-1,-1,-1,0
120000,2533794,67.4394,1.91583,5.15655,60,-1,-1,-1,0
120000,2540760,64.451,1.77731,4.99933,63,-1,-1,-1,0
120000,2545440,67.7323,1.91232,5.1186,66,-1,-1,-1,0
120000,2548617,63.7046,1.79346,5.09382,63,-1,-1,-1,0
120000,2554080,66.4373,1.85084,5.0331,66,-1,-1,-1,0
120000,2557743,71.2956,1.965,4.97359,71,-1,-1,-1,0
120000,2561388,68.1373,1.9022,5.02324,63,-1,-1,-1,0
120000,2564322,64.6074,1.79409,4.99183,70,-1,-1,-1,0
120000,2566608,64.0699,1.76871,4.94921,67,-1,-1,-1,0
120000,2568363,65.6873,1.79234,4.88673,76,-1,-1,-1,0
120000,2568813,70.5035,1.94185,4.92816,66,-1,-1,-1,0
120000,2569416,69.124,1.91002,4.94344,68,-1,-1,-1,0
120000,2572215,67.9994,1.79038,4.71512,63,-1,-1,-1,0
120000,2572854,68.4182,1.86418,4.87583,74,-1,-1,-1,0
120000,2573691,71.5341,1.99927,5.00699,85,-1,-1,-1,0
120000,2574537,71.2788,1.95972,4.92833,60,-1,-1,-1,0
120000,2575176,71.9353,1.97814,4.9371,65,-1,-1,-1,0
120000,2576319,68.2866,1.86474,4.9105,69,-1,-1,-1,0
120000,2577183,68.5096,1.89834,4.98291,64,-1,-1,-1,0
120000,2577786,71.7764,1.96973,4.93624,62,-1,-1,-1,0
120000,2578497,71.7918,1.89099,4.73497,70,-1,-1,-1,0
120000,2578911,71.1335,1.98088,5.00095,59,-1,-1,-1,0
120000,2579550,70.6034,1.94977,4.95866,73,-1,-1,-1,0
120000,2579505,71.2783,1.95441,4.92381,62,-1,-1,-1,0
120000,2580288,72.9584,1.99332,4.90092,67,-1,-1,-1,0
120000,2580567,68.1512,1.88443,4.96588,73,-1,-1,-1,0
120000,2580738,77.4216,2.13343,4.94923,70,-1,-1,-1,0
120000,2581008,73.0648,1.98229,4.87954,62,-1,-1,-1,0
120000,2580891,78.206,2.143,4.93572,64,-1,-1,-1,0
120000,2581233,71.3622,1.96658,4.96355,63,-1,-1,-1,0
120000,2581665,64.9012,1.72555,4.78835,66,-1,-1,-1,0
120000,2581917,67.4477,1.85429,4.95177,66,-1,-1,-1,0
120000,2582241,64.4734,1.74982,4.88306,77,-1,-1,-1,0
120000,2582754,67.8662,1.87482,4.97376,60,-1,-1,-1,0
120000,2583213,68.6786,1.89623,4.97169,66,-1,-1,-1,0
120000,2583501,68.5615,1.89932,4.98916,65,-1,-1,-1,0
120000,2583546,68.9829,1.89366,4.95205,62,-1,-1,-1,0
120000,2583951,67.3532,1.82896,4.89832,70,-1,-1,-1,0
120000,2584203,73.3492,2.01434,4.95428,69,-1,-1,-1,0
120000,2421186,63.1274,1.92477,5.34491,63,-1,-1,-1,0
120000,2428062,65.3804,1.96185,5.29607,62,-1,-1,-1,0
120000,2446746,64.6669,1.93623,5.26439,67,-1,-1,-1,0
120000,2463981,63.2119,1.89108,5.25949,67,-1,-1,-1,0
120000,2474124,66.8449,2.00839,5.2823,63,-1,-1,-1,0
120000,2476473,66.7674,2.00316,5.27183,62,-1,-1,-1,0
120000,2480775,60.3504,1.80956,5.25547,61,-1,-1,-1,0
120000,2495832,66.1094,1.96364,5.18042,73,-1,-1,-1,0
120000,2499045,68.06,1.95818,5.01924,66,-1,-1,-1,0
120000,2501430,63.8133,1.87977,5.13394,62,-1,-1,-1,0
120000,2502168,62.1936,1.83268,5.13304,78,-1,-1,-1,0
120000,2503194,61.6523,1.79324,5.0662,75,-1,-1,-1,0
120000,2505516,62.4952,1.84193,5.14095,64,-1,-1,-1,0
120000,2507010,63.5395,1.87934,5.16532,72,-1,-1,-1,0
120000,2508441,63.9952,1.88285,5.13551,62,-1,-1,-1,0
120000,2509386,60.6777,1.78467,5.13642,62,-1,-1,-1,0
120000,2510565,66.6011,1.95806,5.13533,61,-1,-1,-1,0
120000,2512023,66.9308,1.98232,5.16597,72,-1,-1,-1,0
120000,2515344,72.9368,2.08489,4.98027,73,-1,-1,-1,0
120000,2516010,67.799,1.96563,5.05065,62,-1,-1,-1,0
120000,2516496,65.5228,1.90782,5.0758,64,-1,-1,-1,0
120000,2517045,73.4396,2.10376,4.99749,73,-1,-1,-1,0
120000,2517900,64.7126,1.87393,5.05393,60,-1,-1,-1,0
120000,2518683,66.3953,1.90578,5.00814,65,-1,-1,-1,0
120000,2519367,67.5942,1.96584,5.07441,84,-1,-1,-1,0
120000,2519502,66.7619,1.86699,4.87301,76,-1,-1,-1,0
120000,2520078,67.7096,1.96277,5.05249,69,-1,-1,-1,0
120000,2520456,70.5489,2.02894,5.01046,64,-1,-1,-1,0
120000,2520438,71.1194,2.05866,5.0421,65,-1,-1,-1,0
120000,2520573,76.3188,2.17698,4.9676,71,-1,-1,-1,0
120000,2520897,71.8221,2.04475,4.95498,62,-1,-1,-1,0
120000,2521050,71.7751,1.99707,4.84532,77,-1,-1,-1,0
120000,2521419,72.0854,2.05772,4.97044,64,-1,-1,-1,0
120000,2521743,74.6075,2.17577,5.07644,60,-1,-1,-1,0
120000,2521869,71.8938,2.07883,5.03897,65,-1,-1,-1,0
120000,2521977,68.671,1.99691,5.06324,58,-1,-1,-1,0
120000,2522121,69.0384,2.02921,5.11961,81,-1,-1,-1,0
120000,2522373,69.6142,1.9948,4.99425,68,-1,-1,-1,0
120000,2522481,67.5596,1.95324,5.03934,65,-1,-1,-1,0
120000,2522490,68.9745,1.99006,5.02754,65,-1,-1,-1,0
120000,2522445,70.3784,2.0418,5.05133,84,-1,-1,-1,0
120000,2522508,70.2301,2.01526,4.99705,97,-1,-1,-1,0
120000,2522670,67.1505,1.94343,5.03839,74,-1,-1,-1,0
120000,2522751,69.0265,2.00965,5.06801,62,-1,-1,-1,0
120000,2522742,72.2576,2.08936,5.03394,64,-1,-1,-1,0
120000,2342634,57.425,1.82374,4.0507,63,-1,-1,-1,0
120000,2347179,58.6486,1.85767,4.05898,60,-1,-1,-1,0
120000,2363937,59.72,1.89792,4.07399,60,-1,-1,-1,0
120000,2374827,56.0998,1.77211,4.03391,66,-1,-1,-1,0
120000,2387796,60.2777,1.88377,3.96956,65,-1,-1,-1,0
120000,2396220,59.3043,1.8832,4.0205,61,-1,-1,-1,0
120000,2396679,58.5685,1.85247,3.99988,65,-1,-1,-1,0
120000,2398173,58.6984,1.83996,3.9593,62,-1,-1,-1,0
120000,2400135,58.1273,1.83446,3.98229,66,-1,-1,-1,0
120000,2402781,58.0675,1.83304,3.99208,64,-1,-1,-1,0
120000,2403924,56.6544,1.74499,3.89568,62,-1,-1,-1,0
120000,2405778,57.4947,1.76774,3.89056,59,-1,-1,-1,0
120000,2406372,58.5067,1.80728,3.91036,65,-1,-1,-1,0
120000,2407776,56.3921,1.76848,3.96762,64,-1,-1,-1,0
120000,2408901,58.4213,1.79654,3.89404,62,-1,-1,-1,0
120000,2409648,56.5376,1.76942,3.96818,59,-1,-1,-1,0
120000,2410053,55.9552,1.73413,3.99223,69,-1,-1,-1,0
120000,2410215,55.781,1.76284,4.07367,64,-1,-1,-1,0
120000,2410494,59.0435,1.84422,4.02651,64,-1,-1,-1,0
120000,2410845,59.4253,1.86215,4.04085,63,-1,-1,-1,0
120000,2411052,58.3942,1.80767,3.99203,65,-1,-1,-1,0
120000,2411322,57.9109,1.8165,4.05198,59,-1,-1,-1,0
120000,2411682,57.8597,1.8129,4.04499,66,-1,-1,-1,0
120000,2411889,56.2917,1.74314,3.99891,72,-1,-1,-1,0
120000,2412150,57.6259,1.81124,4.06039,64,-1,-1,-1,0
120000,2412366,57.6519,1.76228,3.94907,61,-1,-1,-1,0
120000,2412321,58.2677,1.83233,4.06532,61,-1,-1,-1,0
120000,2412258,59.3622,1.83757,3.99994,62,-1,-1,-1,0
120000,2412663,59.2104,1.80698,3.94425,63,-1,-1,-1,0
120000,2412708,58.2962,1.79146,3.9712,63,-1,-1,-1,0
120000,2412627,59.5469,1.82679,3.96462,65,-1,-1,-1,0
120000,2412762,55.5471,1.72136,4.00549,62,-1,-1,-1,0
120000,2413041,58.2732,1.84396,4.09225,65,-1,-1,-1,0
120000,2413122,58.7351,1.79584,3.95543,56,-1,-1,-1,0
120000,2413113,59.8335,1.84608,3.99147,61,-1,-1,-1,0
120000,2413095,58.0519,1.81498,4.045,63,-1,-1,-1,0
120000,2413086,59.1678,1.85843,4.06282,66,-1,-1,-1,0
120000,2413230,58.4252,1.78876,3.95833,59,-1,-1,-1,0
120000,2413230,59.0048,1.85384,4.00148,62,-1,-1,-1,0
120000,2413248,57.4372,1.7928,3.97606,73,-1,-1,-1,0
120000,2413482,57.1328,1.75773,3.92042,67,-1,-1,-1,0
120000,2413878,59.9914,1.82525,3.8806,77,-1,-1,-1,0
120000,2414076,57.5487,1.77893,3.94331,63,-1,-1,-1,0
120000,2414166,58.9056,1.83579,3.97806,83,-1,-1,-1,0
120000,2414301,57.4546,1.80852,4.02017,80,-1,-1,-1,0
120000,2414499,59.341,1.83639,4.0255,85,-1,-1,-1,0
120000,2414634,58.9879,1.81853,4.01011,99,-1,-1,-1,0
120000,2414895,58.7559,1.80958,4.00669,90,-1,-1,-1,0
120000,2414922,58.2327,1.82846,4.08388,65,-1,-1,-1,0
120000,2415174,59.5668,1.84573,4.03029,78,-1,-1,-1,0
120000,2415336,59.2474,1.84579,3.9849,83,-1,-1,-1,0
120000,2415372,58.0547,1.78105,4.00926,83,-1,-1,-1,0
120000,2415264,58.1095,1.78797,4.02583,59,-1,-1,-1,0
120000,2415219,58.9012,1.86293,4.13932,61,-1,-1,-1,0
120000,2415345,58.1976,1.81606,4.08311,62,-1,-1,-1,0
120000,2415408,59.1361,1.83155,4.05321,66,-1,-1,-1,0
120000,2415597,59.6502,1.85051,4.06288,64,-1,-1,-1,0
120000,2415741,59.1297,1.87032,4.14225,65,-1,-1,-1,0
120000,2415768,58.89,1.85177,4.11787,83,-1,-1,-1,0
120000,2259429,49.5283,1.74445,3.9384,60,-1,-1,-1,0
120000,2263920,50.2544,1.76285,3.93917,77,-1,-1,-1,0
120000,2272479,48.0063,1.6908,3.95423,63,-1,-1,-1,0
120000,2276745,48.8085,1.71858,3.94555,60,-1,-1,-1,0
120000,2282811,51.366,1.82377,3.97658,65,-1,-1,-1,0
120000,2285502,55.8203,1.97026,3.94771,83,-1,-1,-1,0
120000,2286087,50.8416,1.78365,3.92652,61,-1,-1,-1,0
120000,2286870,53.0334,1.88244,3.97292,56,-1,-1,-1,0
120000,2288094,51.3364,1.80689,3.93583,60,-1,-1,-1,0
120000,2289363,51.2683,1.8024,3.93582,59,-1,-1,-1,0
120000,2289444,50.1064,1.74338,3.90277,59,-1,-1,-1,0
120000,2289633,50.9915,1.79049,3.94232,59,-1,-1,-1,0
