G_N,G_NNZ,factor/matrix NNZ ratio,factor/metis factor,org factor/metis factor,ordering_time,analysis_time,factorization_time,solve_time,residual
120000,2290047,49.8321,1.76041,3.96176,63,-1,-1,-1,0
120000,2290308,50.3157,1.76965,3.9449,62,-1,-1,-1,0
120000,2290479,50.3485,1.76866,3.94468,63,-1,-1,-1,0
120000,2290713,49.0153,1.71857,3.93704,67,-1,-1,-1,0
120000,2291091,48.2491,1.6835,3.92412,62,-1,-1,-1,0
120000,2291568,50.2213,1.75732,3.94081,65,-1,-1,-1,0
120000,2193999,44.2418,1.70238,3.43975,60,-1,-1,-1,0
120000,2195745,42.9004,1.61645,3.39655,62,-1,-1,-1,0
120000,2201910,43.6494,1.67006,3.44957,70,-1,-1,-1,0
120000,2207796,43.3127,1.6376,3.40698,56,-1,-1,-1,0
120000,2208696,43.7368,1.64337,3.38308,58,-1,-1,-1,0
120000,2209470,44.7636,1.70956,3.43481,58,-1,-1,-1,0
120000,2211126,41.8828,1.60966,3.45729,59,-1,-1,-1,0
120000,2211495,45.3163,1.71993,3.41425,54,-1,-1,-1,0
120000,2212098,45.0175,1.71965,3.43482,77,-1,-1,-1,0
120000,2212917,42.983,1.64599,3.44593,55,-1,-1,-1,0
120000,2213484,44.6898,1.72114,3.46643,63,-1,-1,-1,0
120000,2214501,44.4505,1.71191,3.47004,68,-1,-1,-1,0
120000,2214951,43.7091,1.67323,3.45533,65,-1,-1,-1,0
120000,2215410,42.1357,1.60167,3.43361,54,-1,-1,-1,0
120000,2215797,43.6845,1.67531,3.46483,60,-1,-1,-1,0
120000,2143275,37.8441,1.61093,2.99513,56,-1,-1,-1,0
120000,2145696,36.0433,1.54093,3.01659,59,-1,-1,-1,0
120000,2157135,35.7154,1.51168,3.05392,61,-1,-1,-1,0
120000,2161203,36.862,1.54986,3.02198,59,-1,-1,-1,0
120000,2160204,38.5951,1.63223,3.01209,58,-1,-1,-1,0
120000,2159970,39.8334,1.67038,2.98189,58,-1,-1,-1,0
120000,2160636,36.4673,1.50558,2.93386,75,-1,-1,-1,0
120000,2160960,36.0734,1.51199,2.98137,58,-1,-1,-1,0
120000,2161536,36.3527,1.51286,2.96086,59,-1,-1,-1,0
120000,2162256,38.3799,1.61019,2.98421,62,-1,-1,-1,0
120000,2162607,37.4412,1.56666,2.97727,58,-1,-1,-1,0
120000,2163066,35.4338,1.48407,2.98476,69,-1,-1,-1,0
120000,2163489,35.793,1.52641,3.04543,60,-1,-1,-1,0
120000,2163912,37.2219,1.56563,3.00469,57,-1,-1,-1,0
120000,2113485,32.64,1.4981,2.6165,51,-1,-1,-1,0
120000,2117652,33.694,1.52601,2.59747,60,-1,-1,-1,0
120000,2125968,33.9414,1.53696,2.61059,60,-1,-1,-1,0
120000,2129730,32.9894,1.49028,2.61856,56,-1,-1,-1,0
120000,2132313,33.3178,1.50729,2.63132,55,-1,-1,-1,0
120000,2133942,32.9994,1.50022,2.64915,70,-1,-1,-1,0
120000,2134275,32.8378,1.48079,2.62618,61,-1,-1,-1,0
120000,2134581,33.2544,1.48761,2.6051,59,-1,-1,-1,0
120000,2134860,32.7421,1.48308,2.64174,54,-1,-1,-1,0
120000,2135301,33.9975,1.54508,2.6471,57,-1,-1,-1,0
120000,2135922,33.1122,1.48996,2.62779,58,-1,-1,-1,0
120000,2136120,32.8319,1.47468,2.62615,57,-1,-1,-1,0
120000,2136444,32.7717,1.47685,2.63328,77,-1,-1,-1,0
120000,2136570,33.6777,1.51012,2.62058,58,-1,-1,-1,0
120000,2106132,31.938,1.45089,2.36285,55,-1,-1,-1,0
120000,2109255,32.3126,1.49246,2.42632,57,-1,-1,-1,0
120000,2118660,31.4189,1.44948,2.42812,60,-1,-1,-1,0
120000,2122989,31.5384,1.4477,2.42349,52,-1,-1,-1,0
120000,2126868,33.1902,1.51868,2.41333,57,-1,-1,-1,0
120000,2127534,32.4694,1.49675,2.43172,59,-1,-1,-1,0
120000,2128164,32.4751,1.49663,2.43847,57,-1,-1,-1,0
120000,2128812,32.4717,1.49835,2.4323,59,-1,-1,-1,0
120000,2129271,32.8163,1.50708,2.42362,56,-1,-1,-1,0
120000,2129730,31.9033,1.46698,2.42953,57,-1,-1,-1,0
120000,2129883,33.0939,1.50783,2.40667,59,-1,-1,-1,0
120000,2130288,32.3401,1.49112,2.4351,64,-1,-1,-1,0
120000,2130603,32.2031,1.47541,2.41653,57,-1,-1,-1,0
120000,2130765,32.002,1.47484,2.43065,54,-1,-1,-1,0
120000,2104620,30.5805,1.41074,2.212,55,-1,-1,-1,0
120000,2106726,31.3033,1.4484,2.23425,55,-1,-1,-1,0
120000,2109777,33.2577,1.54027,2.37048,57,-1,-1,-1,0
120000,2118273,32.1301,1.48132,2.3974,59,-1,-1,-1,0
120000,2121522,33.7308,1.54476,2.37807,57,-1,-1,-1,0
120000,2124573,31.62,1.45305,2.45903,67,-1,-1,-1,0
120000,2125275,32.9189,1.50862,2.45747,75,-1,-1,-1,0
120000,2126211,33.0589,1.52541,2.48337,63,-1,-1,-1,0
120000,2128695,34.0666,1.55462,2.47198,58,-1,-1,-1,0
120000,2128938,33.8031,1.53444,2.45901,57,-1,-1,-1,0
120000,2129424,32.9611,1.50425,2.4703,57,-1,-1,-1,0
120000,2130486,33.5868,1.50068,2.408,62,-1,-1,-1,0
120000,2130738,34.2656,1.58116,2.48696,80,-1,-1,-1,0
120000,2131026,33.1444,1.51967,2.4723,57,-1,-1,-1,0
120000,2131161,33.5831,1.52183,2.4488,53,-1,-1,-1,0
120000,2131305,35.7988,1.61784,2.4416,56,-1,-1,-1,0
120000,2131449,33.6793,1.5352,2.4631,63,-1,-1,-1,0
120000,2131629,34.3621,1.55634,2.44735,56,-1,-1,-1,0
120000,2131908,34.2978,1.54102,2.42578,55,-1,-1,-1,0
120000,2132268,34.7774,1.58134,2.4545,75,-1,-1,-1,0
120000,2132565,33.4544,1.51432,2.4429,58,-1,-1,-1,0
120000,2107779,33.0909,1.52213,2.36218,54,-1,-1,-1,0
120000,2110452,33.6907,1.55832,2.39276,78,-1,-1,-1,0
120000,2114286,33.0567,1.49866,2.3508,58,-1,-1,-1,0
120000,2118282,33.017,1.51062,2.37607,56,-1,-1,-1,0
120000,2122800,32.9177,1.5141,2.42612,59,-1,-1,-1,0
120000,2123322,32.6137,1.49879,2.42636,53,-1,-1,-1,0
120000,2125311,33.5066,1.5321,2.42288,59,-1,-1,-1,0
120000,2126337,33.0104,1.48647,2.39638,60,-1,-1,-1,0
120000,2127606,32.2512,1.46742,2.41997,70,-1,-1,-1,0
120000,2128047,34.5816,1.59426,2.45506,57,-1,-1,-1,0
120000,2128614,33.2226,1.51184,2.42166,69,-1,-1,-1,0
120000,2129019,34.5961,1.57681,2.44716,59,-1,-1,-1,0
120000,2129325,34.2272,1.55637,2.44192,55,-1,-1,-1,0
120000,2129667,34.7177,1.58559,2.45331,60,-1,-1,-1,0
120000,2130090,34.1501,1.56146,2.45645,56,-1,-1,-1,0
120000,2130495,32.914,1.48307,2.42002,76,-1,-1,-1,0
120000,2130702,33.9963,1.54521,2.44178,57,-1,-1,-1,0
120000,2130864,34.3954,1.55332,2.42572,57,-1,-1,-1,0
120000,2130999,33.4487,1.50708,2.42027,57,-1,-1,-1,0
120000,2131125,34.6118,1.56868,2.43063,57,-1,-1,-1,0
120000,2131350,34.6099,1.57455,2.44117,57,-1,-1,-1,0
120000,2131332,33.6748,1.52811,2.43464,59,-1,-1,-1,0
120000,2131503,33.6648,1.52343,2.4296,56,-1,-1,-1,0
120000,2131746,33.2537,1.50127,2.42605,59,-1,-1,-1,0
120000,2131926,34.249,1.5625,2.45129,59,-1,-1,-1,0
120000,2131971,33.4085,1.51958,2.44454,62,-1,-1,-1,0
120000,2132115,32.8041,1.48431,2.43225,57,-1,-1,-1,0
120000,2132250,34.0623,1.54683,2.45461,58,-1,-1,-1,0
120000,2107194,31.8005,1.45282,2.33412,58,-1,-1,-1,0
120000,2109579,32.2572,1.49349,2.37867,77,-1,-1,-1,0
120000,2115870,34.07,1.56486,2.40983,58,-1,-1,-1,0
120000,2119029,34.0503,1.56078,2.41747,56,-1,-1,-1,0
120000,2121540,34.3727,1.57824,2.4384,53,-1,-1,-1,0
120000,2122728,33.4965,1.51647,2.39894,57,-1,-1,-1,0
120000,2123457,33.8859,1.54337,2.41117,56,-1,-1,-1,0
120000,2124150,34.4098,1.57348,2.42855,55,-1,-1,-1,0
120000,2124384,33.6484,1.53932,2.43074,54,-1,-1,-1,0
120000,2124591,33.0337,1.50077,2.41177,55,-1,-1,-1,0
120000,2124915,33.619,1.54178,2.43919,59,-1,-1,-1,0
120000,2125239,32.9897,1.49407,2.40902,59,-1,-1,-1,0
120000,2125698,32.0012,1.49131,2.47906,78,-1,-1,-1,0
120000,2125905,31.9182,1.46273,2.43854,58,-1,-1,-1,0
120000,2126085,32.1703,1.47138,2.43362,56,-1,-1,-1,0
120000,2126508,31.8017,1.45105,2.42917,55,-1,-1,-1,0
120000,2126634,32.8399,1.5037,2.43857,54,-1,-1,-1,0
120000,2126868,31.4056,1.4213,2.40948,56,-1,-1,-1,0
120000,2127021,33.8247,1.54883,2.43847,58,-1,-1,-1,0
120000,2127210,32.2008,1.47092,2.43374,75,-1,-1,-1,0
120000,2127534,32.973,1.512,2.44382,55,-1,-1,-1,0
120000,2127687,33.2896,1.50709,2.41274,59,-1,-1,-1,0
120000,2127894,32.8482,1.51114,2.45261,58,-1,-1,-1,0
120000,2127975,31.5804,1.43674,2.42527,54,-1,-1,-1,0
120000,2128020,32.4425,1.48672,2.44368,57,-1,-1,-1,0
120000,2128038,31.2023,1.4184,2.42504,58,-1,-1,-1,0
120000,2128092,33.8675,1.54032,2.42637,62,-1,-1,-1,0
120000,2128218,33.5831,1.54105,2.44856,55,-1,-1,-1,0
120000,2128290,31.8371,1.46491,2.45671,61,-1,-1,-1,0
120000,2128344,31.2218,1.42119,2.43035,57,-1,-1,-1,0
120000,2128461,32.6071,1.49713,2.45267,60,-1,-1,-1,0
120000,2128668,31.2407,1.43141,2.44776,59,-1,-1,-1,0
120000,2128758,31.2446,1.39157,2.37913,57,-1,-1,-1,0
120000,2128902,33.1503,1.49624,2.41107,56,-1,-1,-1,0
120000,2128902,33.2469,1.50063,2.41173,57,-1,-1,-1,0
120000,2128929,33.0124,1.53165,2.48056,54,-1,-1,-1,0
120000,2129046,32.4924,1.48529,2.44365,58,-1,-1,-1,0
120000,2129325,35.3646,1.59455,2.41015,72,-1,-1,-1,0
120000,2129451,33.6337,1.56076,2.48082,58,-1,-1,-1,0
120000,2129550,33.8448,1.5255,2.41037,58,-1,-1,-1,0
120000,2129658,33.7707,1.54401,2.44484,54,-1,-1,-1,0
120000,2106915,31.5066,1.47087,2.32808,59,-1,-1,-1,0
120000,2109615,33.1628,1.53113,2.34411,63,-1,-1,-1,0
120000,2113053,32.1457,1.49082,2.41515,61,-1,-1,-1,0
120000,2113989,32.4596,1.50436,2.43173,56,-1,-1,-1,0
120000,2115618,32.4537,1.50656,2.4479,56,-1,-1,-1,0
120000,2118741,33.645,1.53904,2.42141,71,-1,-1,-1,0
120000,2119542,34.0266,1.5604,2.43247,66,-1,-1,-1,0
120000,2121864,33.7658,1.55093,2.45489,62,-1,-1,-1,0
120000,2122431,32.8865,1.49075,2.4425,57,-1,-1,-1,0
120000,2123160,32.7136,1.49937,2.48099,58,-1,-1,-1,0
120000,2123772,33.3501,1.5401,2.5007,78,-1,-1,-1,0
120000,2124258,32.5329,1.49089,2.48745,56,-1,-1,-1,0
120000,2124510,33.6367,1.54369,2.49031,59,-1,-1,-1,0
120000,2124663,33.6085,1.55573,2.51064,57,-1,-1,-1,0
120000,2124870,33.1134,1.49136,2.44141,58,-1,-1,-1,0
120000,2124951,33.1339,1.51993,2.48284,59,-1,-1,-1,0
120000,2125140,32.7091,1.47529,2.43969,56,-1,-1,-1,0
120000,2125140,32.5485,1.49111,2.47907,66,-1,-1,-1,0
120000,2125239,33.2722,1.51424,2.4628,59,-1,-1,-1,0
120000,2125356,31.4339,1.44826,2.49237,57,-1,-1,-1,0
120000,2125527,32.8251,1.50568,2.48237,63,-1,-1,-1,0
120000,2125860,33.8871,1.54542,2.47279,69,-1,-1,-1,0
120000,2126094,33.2986,1.53009,2.48726,55,-1,-1,-1,0
120000,2126310,33.088,1.52745,2.50401,59,-1,-1,-1,0
120000,2126292,33.3269,1.51718,2.4674,59,-1,-1,-1,0
120000,2126517,33.5652,1.53784,2.4845,55,-1,-1,-1,0
120000,2126571,34.1096,1.58215,2.51528,58,-1,-1,-1,0
120000,2126670,33.2131,1.53243,2.50178,55,-1,-1,-1,0
120000,2126868,33.1802,1.52954,2.49859,59,-1,-1,-1,0
120000,2126868,32.5465,1.47934,2.46265,57,-1,-1,-1,0
120000,2127147,32.2079,1.47749,2.4918,54,-1,-1,-1,0
120000,2127201,31.9753,1.44002,2.44563,56,-1,-1,-1,0
120000,2127174,33.1536,1.53184,2.5091,57,-1,-1,-1,0
120000,2127192,33.7048,1.54644,2.49148,66,-1,-1,-1,0
120000,2127246,32.1714,1.47121,2.48209,58,-1,-1,-1,0
120000,2127363,33.4284,1.54536,2.51075,59,-1,-1,-1,0
120000,2127345,33.5868,1.54914,2.50311,57,-1,-1,-1,0
120000,2127399,33.7037,1.53931,2.48157,58,-1,-1,-1,0
120000,2127390,32.4626,1.47548,2.46932,71,-1,-1,-1,0
120000,2127399,32.2832,1.48243,2.49499,60,-1,-1,-1,0
120000,2127489,33.6076,1.53037,2.47523,54,-1,-1,-1,0
120000,2127552,33.3267,1.5211,2.48079,54,-1,-1,-1,0
120000,2127588,32.5481,1.50469,2.51353,60,-1,-1,-1,0
120000,2127597,32.1233,1.47953,2.50411,59,-1,-1,-1,0
120000,2127552,33.6237,1.54249,2.49413,54,-1,-1,-1,0
120000,2127660,33.3037,1.53573,2.50694,63,-1,-1,-1,0
120000,2127750,33.4655,1.53232,2.4894,64,-1,-1,-1,0
120000,2127777,33.5301,1.53356,2.48656,53,-1,-1,-1,0
120000,2127786,34.3805,1.5866,2.50919,56,-1,-1,-1,0
120000,2127903,33.9323,1.55832,2.49691,59,-1,-1,-1,0
120000,2127903,33.6627,1.53623,2.48144,54,-1,-1,-1,0
120000,2127975,32.8306,1.50805,2.49762,57,-1,-1,-1,0
120000,2128011,33.4543,1.53332,2.49207,58,-1,-1,-1,0
120000,2128110,32.5771,1.48985,2.48648,58,-1,-1,-1,0
120000,2128056,31.8694,1.46345,2.49672,59,-1,-1,-1,0
120000,2128119,33.8547,1.55241,2.49268,60,-1,-1,-1,0
120000,2128191,33.8503,1.54969,2.48896,56,-1,-1,-1,0
120000,2128218,32.6107,1.48923,2.48225,57,-1,-1,-1,0
120000,2128299,33.8264,1.55411,2.49842,54,-1,-1,-1,0
120000,2108508,32.3067,1.49083,2.39636,58,-1,-1,-1,0
120000,2111055,34.1036,1.59312,2.46328,73,-1,-1,-1,0
120000,2113260,32.7061,1.48997,2.4183,58,-1,-1,-1,0
120000,2114727,32.4103,1.5072,2.49426,58,-1,-1,-1,0
120000,2115888,33.5674,1.55732,2.50717,57,-1,-1,-1,0
120000,2117229,32.5995,1.494,2.50768,55,-1,-1,-1,0
120000,2117526,31.2949,1.44206,2.52338,59,-1,-1,-1,0
120000,2117931,32.1064,1.46645,2.49972,59,-1,-1,-1,0
120000,2118282,33.0714,1.52818,2.53187,61,-1,-1,-1,0
120000,2118615,31.9626,1.46868,2.51913,66,-1,-1,-1,0
120000,2118813,32.2745,1.45776,2.47696,57,-1,-1,-1,0
120000,2119047,32.6756,1.50561,2.52624,58,-1,-1,-1,0
120000,2119362,32.5199,1.48364,2.50228,56,-1,-1,-1,0
120000,2119587,32.5431,1.50475,2.53326,57,-1,-1,-1,0
120000,2119974,32.9992,1.52846,2.54019,59,-1,-1,-1,0
120000,2120424,31.926,1.45835,2.48494,81,-1,-1,-1,0
120000,2120604,32.1039,1.49001,2.52831,59,-1,-1,-1,0
120000,2120694,32.7053,1.51014,2.51209,56,-1,-1,-1,0
120000,2120865,32.0388,1.47134,2.49839,54,-1,-1,-1,0
120000,2121126,32.4396,1.48637,2.4925,59,-1,-1,-1,0
120000,2121252,31.3483,1.43299,2.48732,55,-1,-1,-1,0
120000,2121261,31.2476,1.43268,2.4955,62,-1,-1,-1,0
120000,2121387,32.9684,1.50533,2.49132,65,-1,-1,-1,0
120000,2121594,33.5509,1.54556,2.51506,61,-1,-1,-1,0
120000,2121675,35.1905,1.59837,2.47552,58,-1,-1,-1,0
120000,2121819,34.1523,1.58124,2.52406,68,-1,-1,-1,0
120000,2121927,33.1778,1.51771,2.4931,53,-1,-1,-1,0
120000,2121945,34.216,1.55728,2.47968,58,-1,-1,-1,0
120000,2121999,32.5986,1.49685,2.5019,61,-1,-1,-1,0
120000,2122116,32.286,1.49679,2.52799,55,-1,-1,-1,0
120000,2122206,32.9665,1.52796,2.52838,57,-1,-1,-1,0
120000,2122377,32.3053,1.48948,2.51626,57,-1,-1,-1,0
120000,2122620,32.7593,1.51181,2.52099,54,-1,-1,-1,0
120000,2122755,32.0702,1.46718,2.49938,56,-1,-1,-1,0
120000,2122818,32.8084,1.49532,2.49009,56,-1,-1,-1,0
120000,2122917,33.2273,1.53354,2.52143,52,-1,-1,-1,0
120000,2123097,33.5639,1.53614,2.50109,58,-1,-1,-1,0
120000,2123322,33.2245,1.51271,2.48796,58,-1,-1,-1,0
120000,2123412,32.2673,1.48607,2.51552,79,-1,-1,-1,0
120000,2123367,32.1657,1.47556,2.50499,59,-1,-1,-1,0
120000,2123403,33.8149,1.55056,2.50388,56,-1,-1,-1,0
120000,2123421,33.4222,1.53519,2.50824,55,-1,-1,-1,0
120000,2123592,33.7749,1.55729,2.51747,55,-1,-1,-1,0
120000,2123691,33.9268,1.55125,2.49653,57,-1,-1,-1,0
120000,2123736,34.1219,1.55057,2.48115,59,-1,-1,-1,0
120000,2123763,32.8311,1.50262,2.49894,73,-1,-1,-1,0
120000,2123817,31.9221,1.44359,2.46962,55,-1,-1,-1,0
120000,2123862,32.0342,1.4721,2.50951,57,-1,-1,-1,0
120000,2123979,32.9799,1.49763,2.47789,55,-1,-1,-1,0
120000,2124060,35.0443,1.57823,2.45769,57,-1,-1,-1,0
120000,2124069,33.211,1.51726,2.49316,59,-1,-1,-1,0
120000,2124123,33.3752,1.52961,2.49998,56,-1,-1,-1,0
120000,2124330,32.6657,1.51566,2.53075,58,-1,-1,-1,0
120000,2124384,32.7904,1.51561,2.51789,77,-1,-1,-1,0
120000,2124429,34.468,1.56161,2.46804,56,-1,-1,-1,0
120000,2124609,33.0332,1.51201,2.4939,57,-1,-1,-1,0
120000,2124654,32.5651,1.50388,2.51608,56,-1,-1,-1,0
120000,2124681,32.6061,1.5013,2.50746,56,-1,-1,-1,0
120000,2124726,33.3268,1.52844,2.49862,58,-1,-1,-1,0
120000,2124816,33.1933,1.49889,2.46007,62,-1,-1,-1,0
120000,2124762,32.8784,1.50001,2.48555,56,-1,-1,-1,0
120000,2124789,32.2559,1.48211,2.50325,79,-1,-1,-1,0
120000,2124807,34.8041,1.58917,2.48756,60,-1,-1,-1,0
120000,2124789,32.1958,1.47468,2.49585,56,-1,-1,-1,0
120000,2109579,32.3837,1.49805,2.38811,58,-1,-1,-1,0
120000,2115060,32.6247,1.51535,2.44511,71,-1,-1,-1,0
120000,2115699,31.6721,1.47357,2.44189,73,-1,-1,-1,0
120000,2117499,33.2774,1.542,2.43343,59,-1,-1,-1,0
120000,2118318,32.7776,1.52453,2.46326,56,-1,-1,-1,0
120000,2119344,32.4486,1.51468,2.46981,57,-1,-1,-1,0
120000,2120406,33.4935,1.57317,2.49664,58,-1,-1,-1,0
120000,2120919,32.6417,1.51536,2.47758,57,-1,-1,-1,0
120000,2121180,34.5234,1.6149,2.49333,77,-1,-1,-1,0
120000,2121603,33.0149,1.50795,2.43217,58,-1,-1,-1,0
120000,2121891,33.2638,1.56137,2.50288,58,-1,-1,-1,0
120000,2122179,33.1106,1.53313,2.46998,55,-1,-1,-1,0
120000,2122260,33.3809,1.52891,2.44279,64,-1,-1,-1,0
120000,2122269,33.9745,1.57992,2.47923,67,-1,-1,-1,0
120000,2122368,32.8447,1.51959,2.46952,60,-1,-1,-1,0
120000,2122512,33.5872,1.55041,2.46375,78,-1,-1,-1,0
120000,2122602,33.0617,1.52485,2.4634,55,-1,-1,-1,0
120000,2122638,34.3124,1.61415,2.5127,61,-1,-1,-1,0
120000,2122683,33.483,1.58032,2.52661,57,-1,-1,-1,0
120000,2122755,34.6089,1.59341,2.46697,58,-1,-1,-1,0
120000,2122917,34.2917,1.57049,2.45385,58,-1,-1,-1,0
120000,2123025,33.5627,1.55371,2.4975,54,-1,-1,-1,0
120000,2123151,33.3308,1.53868,2.4914,58,-1,-1,-1,0
120000,2123268,34.429,1.58624,2.487,80,-1,-1,-1,0
120000,2123241,33.4654,1.56019,2.51664,53,-1,-1,-1,0
120000,2123322,33.1757,1.53231,2.49658,57,-1,-1,-1,0
120000,2123439,32.9245,1.5176,2.49139,58,-1,-1,-1,0
120000,2123592,33.1755,1.51827,2.47815,55,-1,-1,-1,0
120000,2123610,33.5958,1.55431,2.50522,54,-1,-1,-1,0
120000,2123610,32.5837,1.51455,2.51627,59,-1,-1,-1,0
120000,2123709,32.194,1.4914,2.50721,58,-1,-1,-1,0
120000,2123799,32.5643,1.51076,2.51105,63,-1,-1,-1,0
120000,2123817,33.3614,1.54648,2.50898,57,-1,-1,-1,0
120000,2123817,33.015,1.51423,2.47875,60,-1,-1,-1,0
120000,2123790,32.709,1.52453,2.51895,55,-1,-1,-1,0
120000,2123817,33.9671,1.58768,2.5262,57,-1,-1,-1,0
120000,2123826,33.3467,1.53573,2.48494,56,-1,-1,-1,0
120000,2123817,32.5459,1.51285,2.50827,56,-1,-1,-1,0
120000,2108022,31.1738,1.43351,2.38777,73,-1,-1,-1,0
120000,2111199,31.435,1.45916,2.44154,55,-1,-1,-1,0
120000,2116536,31.4309,1.46238,2.47112,55,-1,-1,-1,0
120000,2122746,31.0914,1.43922,2.51582,58,-1,-1,-1,0
120000,2123844,31.4921,1.45514,2.48223,77,-1,-1,-1,0
120000,2123583,32.709,1.50373,2.4682,53,-1,-1,-1,0
120000,2123331,31.8729,1.47682,2.48923,53,-1,-1,-1,0
120000,2123313,32.3724,1.49562,2.48001,59,-1,-1,-1,0
120000,2123448,32.1887,1.49174,2.4846,61,-1,-1,-1,0
120000,2123673,33.0042,1.51701,2.46337,55,-1,-1,-1,0
120000,2123799,32.3616,1.47624,2.44651,54,-1,-1,-1,0
120000,2106573,31.9393,1.50216,2.35054,81,-1,-1,-1,0
120000,2110578,32.1003,1.50181,2.41482,59,-1,-1,-1,0
120000,2117256,33.6314,1.54956,2.43768,57,-1,-1,-1,0
120000,2120784,32.9525,1.53031,2.44803,58,-1,-1,-1,0
120000,2121495,33.9726,1.55439,2.38187,80,-1,-1,-1,0
120000,2121756,32.3997,1.48022,2.37092,56,-1,-1,-1,0
120000,2121720,33.1358,1.53131,2.39895,54,-1,-1,-1,0
120000,2121918,34.0973,1.58561,2.41267,57,-1,-1,-1,0
120000,2122035,33.8594,1.56827,2.40376,59,-1,-1,-1,0
120000,2122296,34.4189,1.59396,2.40664,59,-1,-1,-1,0
120000,2107203,32.5073,1.52919,2.33617,59,-1,-1,-1,0
120000,2114367,31.5428,1.45094,2.4125,63,-1,-1,-1,0
120000,2121351,30.9875,1.42789,2.45572,57,-1,-1,-1,0
120000,2122827,31.3601,1.44611,2.45398,58,-1,-1,-1,0
120000,2123088,31.9178,1.47152,2.39591,58,-1,-1,-1,0
120000,2123178,31.6233,1.4812,2.46833,76,-1,-1,-1,0
120000,2123574,31.9403,1.47758,2.44497,57,-1,-1,-1,0
120000,2109678,31.0317,1.4346,2.37305,53,-1,-1,-1,0
120000,2113422,31.1767,1.42857,2.4202,55,-1,-1,-1,0
120000,2122845,32.8871,1.49233,2.51461,75,-1,-1,-1,0
120000,2123880,33.4597,1.5175,2.51395,60,-1,-1,-1,0
120000,2124069,32.7249,1.47098,2.47041,58,-1,-1,-1,0
120000,2124204,31.9352,1.43878,2.47358,57,-1,-1,-1,0
120000,2124465,32.2483,1.45712,2.47364,56,-1,-1,-1,0
120000,2124546,31.7001,1.46114,2.52203,59,-1,-1,-1,0
120000,2111667,31.795,1.46352,2.451,57,-1,-1,-1,0
120000,2115690,32.7136,1.48515,2.46359,57,-1,-1,-1,0
120000,2117265,32.8686,1.494,2.52105,59,-1,-1,-1,0
120000,2121306,33.8365,1.51865,2.52624,58,-1,-1,-1,0
120000,2127876,34.7374,1.56211,2.69497,58,-1,-1,-1,0
120000,2131125,33.8567,1.51408,2.72116,76,-1,-1,-1,0
120000,2131422,35.5703,1.5875,2.72057,59,-1,-1,-1,0
120000,2131800,35.3095,1.58211,2.73124,57,-1,-1,-1,0
120000,2131755,33.8306,1.5037,2.70075,55,-1,-1,-1,0
120000,2132007,33.8726,1.51052,2.70474,61,-1,-1,-1,0
120000,2132349,33.2986,1.48666,2.69871,65,-1,-1,-1,0
120000,2132610,34.2415,1.53107,2.70733,59,-1,-1,-1,0
120000,2132790,33.9104,1.50547,2.68593,62,-1,-1,-1,0
120000,2120316,34.0973,1.50802,2.59568,61,-1,-1,-1,0
120000,2125203,33.9579,1.50496,2.69425,54,-1,-1,-1,0
120000,2129811,36.1297,1.57161,2.77161,60,-1,-1,-1,0
120000,2133267,35.5178,1.53314,2.82064,55,-1,-1,-1,0
120000,2137884,37.0047,1.58176,2.83521,64,-1,-1,-1,0
120000,2143374,37.2112,1.57133,2.8804,61,-1,-1,-1,0
120000,2148585,39.0646,1.62083,2.88442,59,-1,-1,-1,0
120000,2154957,37.282,1.51913,3.06702,58,-1,-1,-1,0
120000,2165793,41.593,1.67537,3.17347,67,-1,-1,-1,0
120000,2172705,40.7692,1.62775,3.25961,58,-1,-1,-1,0
120000,2176827,40.0823,1.57521,3.25132,77,-1,-1,-1,0
120000,2177448,42.0677,1.67775,3.29058,56,-1,-1,-1,0
120000,2177655,41.5986,1.65281,3.26811,56,-1,-1,-1,0
120000,2178357,42.3948,1.64976,3.22369,75,-1,-1,-1,0
120000,2177790,41.381,1.62576,3.24153,65,-1,-1,-1,0
120000,2177637,39.7522,1.56677,3.24532,59,-1,-1,-1,0
120000,2177628,42.4968,1.63692,3.17257,57,-1,-1,-1,0
120000,2166738,41.317,1.65318,3.26903,57,-1,-1,-1,0
120000,2173974,42.1553,1.64375,3.35283,55,-1,-1,-1,0
120000,2180139,41.7501,1.62978,3.49148,59,-1,-1,-1,0
120000,2187105,44.4574,1.69085,3.5239,62,-1,-1,-1,0
120000,2195934,44.6334,1.67749,3.63593,59,-1,-1,-1,0
120000,2210550,49.0335,1.81294,3.83097,62,-1,-1,-1,0
120000,2225418,48.7614,1.75772,4.09054,59,-1,-1,-1,0
120000,2237226,47.9774,1.67656,4.17682,71,-1,-1,-1,0
120000,2251410,51.2759,1.77378,4.35509,61,-1,-1,-1,0
120000,2254425,49.4298,1.67725,4.28936,66,-1,-1,-1,0
120000,2255469,51.1737,1.75125,4.27795,85,-1,-1,-1,0
120000,2256045,51.7813,1.81099,4.37117,63,-1,-1,-1,0
120000,2256783,50.7575,1.75236,4.32637,65,-1,-1,-1,0
120000,2257602,49.7374,1.72908,4.36802,60,-1,-1,-1,0
120000,2258322,51.2301,1.7755,4.35427,55,-1,-1,-1,0
120000,2258484,47.8359,1.66933,4.39116,57,-1,-1,-1,0
120000,2239854,52.503,1.81671,4.32063,60,-1,-1,-1,0
120000,2252886,52.3941,1.81101,4.62822,60,-1,-1,-1,0
120000,2263632,55.4438,1.90157,4.80425,63,-1,-1,-1,0
