mesh_name,G_N,G_NNZ,solver_type,ordering_type,nd_levels,patch_type,patch_size,factor/matrix NNZ ratio,ordering_time,analysis_time,factorization_time,solve_time,residual
blue-crab-master-geometry,5658726,39611238,CUDSS,PATCH_ORDERING,7,metis_kway,512,16.1877,1727,-1,-1,-1,0
blue-crab-master-geometry,5658726,39611238,CUDSS,PATCH_ORDERING,9,metis_kway,512,16.1034,1492,-1,-1,-1,0
blue-crab-master-geometry,5658726,39611238,CUDSS,PATCH_ORDERING,11,metis_kway,512,16.4389,1787,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,5,rxmesh,64,17.7302,873,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,9,rxmesh,64,17.2858,865,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,11,rxmesh,64,17.1206,1112,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,5,rxmesh,512,18.9759,534,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,9,rxmesh,512,18.9483,518,-1,-1,-1,0
embreea_rodigasiana_var_herrenhusan-scale_mm-4M_triangle,1984810,13893946,CUDSS,PATCH_ORDERING,11,rxmesh,512,18.7965,788,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,5,rxmesh,64,13.2415,1294,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,9,rxmesh,64,13.976,1132,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,11,rxmesh,64,14.4655,1432,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,5,rxmesh,512,14.2993,911,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,9,rxmesh,512,15.9337,715,-1,-1,-1,0
wingedvictory,2836081,19852567,CUDSS,PATCH_ORDERING,11,rxmesh,512,16.5199,943,-1,-1,-1,0
nefertiti,1009118,7063814,CUDSS,PATCH_ORDERING,5,rxmesh,64,13.2915,392,-1,-1,-1,0
