mesh_name,iteration,ordering_type,solver_type,G_N,G_NNZ,nd_levels,patch_type,patch_size,patch_time,factor/matrix NNZ ratio,prep_time,ordering_time,ordering_integration_time,analysis_time,factorization_time,solve_time,residual
488FancyRoller,2,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,0,0,0,0,77,32,1.53471e-05
488FancyRoller,3,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,0,0,0,0,77,32,1.48845e-05
488FancyRoller,4,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,0,0,0,0,77,32,1.44687e-05
488FancyRoller,5,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,0,0,0,0,77,32,1.41269e-05
sphere5_1M,0,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,-1,-1,7078,224,141,35,0.00552696
sphere5_1M,1,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,0,0,0,0,123,33,3.98914e-06
sphere5_1M,2,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,0,0,0,0,124,33,3.9891e-06
sphere5_1M,3,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,0,0,0,0,123,33,3.98909e-06
sphere5_1M,4,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,0,0,0,0,124,33,3.98908e-06
sphere5_1M,5,DEFAULT,CUDSS,1171598,8201174,0,,0,0,0,0,0,0,0,125,33,3.98908e-06
Goethe_Lifemask,0,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,-1,-1,6741,200,99,36,4183.41
Goethe_Lifemask,1,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,0,0,0,0,78,32,2.21909e-05
Goethe_Lifemask,2,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,0,0,0,0,79,32,1.60971e-05
Goethe_Lifemask,3,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,0,0,0,0,79,32,1.50423e-05
Goethe_Lifemask,4,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,0,0,0,0,79,32,1.42879e-05
Goethe_Lifemask,5,DEFAULT,CUDSS,1173249,8208477,0,,0,0,0,0,0,0,0,80,32,1.35876e-05
Xenophora,0,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,-1,-1,6764,198,71,33,419.228
Xenophora,1,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,0,0,0,0,65,32,5.3171e-05
Xenophora,2,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,0,0,0,0,63,32,2.17964e-05
Xenophora,3,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,0,0,0,0,64,32,1.56331e-05
Xenophora,4,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,0,0,0,0,65,32,1.42366e-05
Xenophora,5,DEFAULT,CUDSS,1177334,8241304,0,,0,0,0,0,0,0,0,64,32,1.36223e-05
Dragon_2,0,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,-1,-1,6785,191,80,43,4110.86
Dragon_2,1,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,0,0,0,0,55,31,9.51267e-05
Dragon_2,2,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,0,0,0,0,55,31,5.24596e-05
Dragon_2,3,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,0,0,0,0,55,31,4.04805e-05
Dragon_2,4,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,0,0,0,0,56,40,3.36414e-05
Dragon_2,5,DEFAULT,CUDSS,1189200,8324424,0,,0,0,0,0,0,0,0,56,32,3.07487e-05
226633,0,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,-1,-1,5916,256,200,46,3732.98
226633,1,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,0,0,0,0,177,36,2.29145e-05
226633,2,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,0,0,0,0,177,36,1.40103e-05
226633,3,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,0,0,0,0,175,36,1.05416e-05
226633,4,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,0,0,0,0,176,36,9.19938e-06
226633,5,DEFAULT,CUDSS,1225855,8580985,0,,0,0,0,0,0,0,0,176,36,8.54854e-06
Horse_Head,0,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,-1,-1,8764,213,97,35,540782
Horse_Head,1,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,0,0,0,0,82,36,2.951e-05
Horse_Head,2,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,0,0,0,0,78,34,1.68678e-05
Horse_Head,3,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,0,0,0,0,78,34,1.51304e-05
Horse_Head,4,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,0,0,0,0,78,34,1.40179e-05
Horse_Head,5,DEFAULT,CUDSS,1250389,8750579,0,,0,0,0,0,0,0,0,78,34,1.29982e-05
Lucy_3M_O10,0,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,-1,-1,6923,235,111,36,1.73194e+06
Lucy_3M_O10,1,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,91,35,3.03384e-05
Lucy_3M_O10,2,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,91,35,1.08769e-05
Lucy_3M_O10,3,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,55,35,0.0311785
Lucy_3M_O10,4,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,33,35,0.00255837
Lucy_3M_O10,5,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,33,35,0.00207966
120628,0,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,-1,-1,6628,221,117,37,1.73194e+06
120628,1,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,98,35,3.03384e-05
120628,2,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,98,35,1.08769e-05
120628,3,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,98,35,7.1342e-06
120628,4,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,98,35,5.57582e-06
120628,5,DEFAULT,CUDSS,1264847,8853905,0,,0,0,0,0,0,0,0,98,35,4.86287e-06
994785,0,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,-1,-1,6425,226,98,36,40910.1
994785,1,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,0,0,0,0,79,34,5.5956e-05
994785,2,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,0,0,0,0,79,34,2.54389e-05
994785,3,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,0,0,0,0,79,34,1.87263e-05
994785,4,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,0,0,0,0,79,34,1.65558e-05
994785,5,DEFAULT,CUDSS,1270940,8896568,0,,0,0,0,0,0,0,0,79,34,1.54174e-05
994786,0,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,-1,-1,6550,214,87,35,40929
994786,1,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,0,0,0,0,80,34,5.74584e-05
994786,2,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,0,0,0,0,79,34,2.68004e-05
994786,3,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,0,0,0,0,80,34,1.94806e-05
994786,4,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,0,0,0,0,80,34,1.68535e-05
994786,5,DEFAULT,CUDSS,1279849,8958943,0,,0,0,0,0,0,0,0,80,34,1.55479e-05
103354,0,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,-1,-1,7262,239,73,36,8534.19
103354,1,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,0,0,0,0,67,35,7.02812e-05
103354,2,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,0,0,0,0,67,35,4.29079e-05
103354,3,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,0,0,0,0,67,36,3.72509e-05
103354,4,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,0,0,0,0,67,35,3.61722e-05
103354,5,DEFAULT,CUDSS,1347290,9489650,0,,0,0,0,0,0,0,0,68,36,3.7024e-05
Sphinx_1,0,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,-1,-1,7668,251,119,39,1.92971e+07
Sphinx_1,1,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,0,0,0,0,98,38,8.20468e-05
Sphinx_1,2,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,0,0,0,0,100,38,3.75373e-05
Sphinx_1,3,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,0,0,0,0,100,38,2.90634e-05
Sphinx_1,4,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,0,0,0,0,100,38,2.54842e-05
Sphinx_1,5,DEFAULT,CUDSS,1397519,9782671,0,,0,0,0,0,0,0,0,100,38,2.31948e-05
out,0,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,-1,-1,8827,282,159,41,1029.36
out,1,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,0,0,0,0,138,40,3.41567e-05
out,2,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,0,0,0,0,138,39,1.67551e-05
out,3,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,0,0,0,0,137,39,1.41482e-05
out,4,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,0,0,0,0,138,39,1.23282e-05
out,5,DEFAULT,CUDSS,1406021,9842135,0,,0,0,0,0,0,0,0,138,39,1.10141e-05
Thorne,0,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,-1,-1,10563,257,129,44,1.77571e+06
Thorne,1,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,0,0,0,0,111,52,0.000187287
Thorne,2,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,0,0,0,0,110,41,0.000143492
Thorne,3,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,0,0,0,0,110,52,0.000122903
Thorne,4,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,0,0,0,0,110,41,0.000105472
Thorne,5,DEFAULT,CUDSS,1478051,10346403,0,,0,0,0,0,0,0,0,111,40,9.18652e-05
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,0,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,-1,-1,8406,261,112,43,1.06463e+06
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,2.45174e-05
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,2,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,1.24547e-05
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,3,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,81,54,1.05043e-05
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,4,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,9.26126e-06
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,5,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,81,42,8.47799e-06
372114,0,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,-1,-1,8426,265,114,44,1.06463e+06
372114,1,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,2.45174e-05
372114,2,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,1.24547e-05
372114,3,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,81,42,1.05043e-05
372114,4,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,9.26126e-06
372114,5,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,82,42,8.47799e-06
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,0,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,-1,-1,8283,247,111,43,1.06462e+06
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,89,42,2.45174e-05
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,2,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,89,42,1.24548e-05
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,3,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,89,42,1.05043e-05
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,4,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,89,42,9.26126e-06
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,5,DEFAULT,CUDSS,1577057,11039387,0,,0,0,0,0,0,0,0,89,42,8.47799e-06
Poetsche_Photoskultur_Goethe,0,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,-1,-1,8199,266,163,44,5636.33
Poetsche_Photoskultur_Goethe,1,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,0,0,0,0,142,55,1.68152e-05
Poetsche_Photoskultur_Goethe,2,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,0,0,0,0,143,55,9.45495e-06
Poetsche_Photoskultur_Goethe,3,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,0,0,0,0,142,55,7.7713e-06
Poetsche_Photoskultur_Goethe,4,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,0,0,0,0,142,56,6.84178e-06
Poetsche_Photoskultur_Goethe,5,DEFAULT,CUDSS,1592141,11145023,0,,0,0,0,0,0,0,0,142,55,6.26143e-06
Bootleg_Eve,0,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,-1,-1,10387,276,125,47,593.655
Bootleg_Eve,1,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,0,0,0,0,105,56,1.56461e-05
Bootleg_Eve,2,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,0,0,0,0,105,56,9.15821e-06
Bootleg_Eve,3,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,0,0,0,0,105,57,7.6459e-06
Bootleg_Eve,4,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,0,0,0,0,105,57,6.90571e-06
Bootleg_Eve,5,DEFAULT,CUDSS,1648092,11536650,0,,0,0,0,0,0,0,0,105,71,6.38519e-06
Lucius_Quinctius_Cincinnatus,0,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,-1,-1,11116,278,125,46,0.522094
Lucius_Quinctius_Cincinnatus,1,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,0,0,0,0,107,45,7.38046e-05
Lucius_Quinctius_Cincinnatus,2,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,0,0,0,0,64,58,0.00137764
Lucius_Quinctius_Cincinnatus,3,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,0,0,0,0,32,57,0.00581123
Lucius_Quinctius_Cincinnatus,4,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,0,0,0,0,35,47,0.00196986
Lucius_Quinctius_Cincinnatus,5,DEFAULT,CUDSS,1683007,11781157,0,,0,0,0,0,0,0,0,32,58,0.00189895
Willy_Selke_Tondo,0,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,-1,-1,9005,257,113,46,37443.9
Willy_Selke_Tondo,1,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,0,0,0,0,94,58,2.36634e-05
Willy_Selke_Tondo,2,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,0,0,0,0,94,45,1.81598e-05
Willy_Selke_Tondo,3,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,0,0,0,0,93,45,1.71924e-05
Willy_Selke_Tondo,4,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,0,0,0,0,94,58,1.67607e-05
Willy_Selke_Tondo,5,DEFAULT,CUDSS,1696572,11876360,0,,0,0,0,0,0,0,0,94,45,1.66082e-05
Francois_Willeme_Selbsbildnis_LOW_170mb,0,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,-1,-1,9294,279,168,55,4253.9
Francois_Willeme_Selbsbildnis_LOW_170mb,1,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,0,0,0,0,122,60,1.69507e-05
Francois_Willeme_Selbsbildnis_LOW_170mb,2,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,0,0,0,0,122,60,1.17756e-05
Francois_Willeme_Selbsbildnis_LOW_170mb,3,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,0,0,0,0,122,59,1.03736e-05
Francois_Willeme_Selbsbildnis_LOW_170mb,4,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,0,0,0,0,123,47,9.19177e-06
Francois_Willeme_Selbsbildnis_LOW_170mb,5,DEFAULT,CUDSS,1740098,12180890,0,,0,0,0,0,0,0,0,122,60,8.09233e-06
Horned_Sea_Star,0,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,-1,-1,9890,289,149,48,2635.93
Horned_Sea_Star,1,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,0,0,0,0,110,60,6.03463e-05
Horned_Sea_Star,2,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,0,0,0,0,110,47,2.27277e-05
Horned_Sea_Star,3,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,0,0,0,0,110,60,1.48975e-05
Horned_Sea_Star,4,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,0,0,0,0,110,47,1.13159e-05
Horned_Sea_Star,5,DEFAULT,CUDSS,1749060,12243426,0,,0,0,0,0,0,0,0,110,60,9.68492e-06
Beethoven,0,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,-1,-1,11542,296,119,48,7.5283e+07
Beethoven,1,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,0,0,0,0,100,59,0.000181521
Beethoven,2,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,0,0,0,0,100,59,0.000115875
Beethoven,3,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,0,0,0,0,100,59,9.79059e-05
Beethoven,4,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,0,0,0,0,100,60,8.64807e-05
Beethoven,5,DEFAULT,CUDSS,1749976,12249958,0,,0,0,0,0,0,0,0,100,59,7.77545e-05
Murex_Romosus,0,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,-1,-1,10944,312,176,50,968.525
Murex_Romosus,1,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,0,0,0,0,154,49,3.22718e-05
Murex_Romosus,2,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,0,0,0,0,154,48,1.57051e-05
Murex_Romosus,3,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,0,0,0,0,155,49,1.3282e-05
Murex_Romosus,4,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,0,0,0,0,155,49,1.15813e-05
Murex_Romosus,5,DEFAULT,CUDSS,1759781,12318455,0,,0,0,0,0,0,0,0,156,49,1.03523e-05
bunnyhead,0,PATCH_ORDERING,CUDSS,1550,10648,4,rxmesh,512,5.3463,7.56799,38,11,7,9,17,4,0.0129301
bunnyhead,1,PATCH_ORDERING,CUDSS,1550,10648,4,,0,0,7.56799,0,0,0,0,1,0,0.00055707
bunnyhead,2,PATCH_ORDERING,CUDSS,1550,10648,4,,0,0,7.56799,0,0,0,0,1,0,0.000513884
bunnyhead,3,PATCH_ORDERING,CUDSS,1550,10648,4,,0,0,7.56799,0,0,0,0,1,0,0.000481401
bunnyhead,4,PATCH_ORDERING,CUDSS,1550,10648,4,,0,0,7.56799,0,0,0,0,1,0,0.000445063
bunnyhead,5,PATCH_ORDERING,CUDSS,1550,10648,4,,0,0,7.56799,0,0,0,0,1,0,0.000406816
squircle,0,PATCH_ORDERING,CUDSS,2020,14094,4,rxmesh,512,3.12115,6.25486,33,4,10,8,18,4,11912.1
squircle,1,PATCH_ORDERING,CUDSS,2020,14094,4,,0,0,6.25486,0,0,0,0,0,0,0.000237204
squircle,2,PATCH_ORDERING,CUDSS,2020,14094,4,,0,0,6.25486,0,0,0,0,0,0,0.000204447
squircle,3,PATCH_ORDERING,CUDSS,2020,14094,4,,0,0,6.25486,0,0,0,0,0,0,0.000186742
squircle,4,PATCH_ORDERING,CUDSS,2020,14094,4,,0,0,6.25486,0,0,0,0,0,0,0.000171784
squircle,5,PATCH_ORDERING,CUDSS,2020,14094,4,,0,0,6.25486,0,0,0,0,0,0,0.000159432
plane_subdiv,0,PATCH_ORDERING,CUDSS,2209,15169,4,rxmesh,512,6.92429,4.08313,40,4,9,10,17,4,0.886925
plane_subdiv,1,PATCH_ORDERING,CUDSS,2209,15169,4,,0,0,4.08313,0,0,0,0,0,0,0.000443488
plane_subdiv,2,PATCH_ORDERING,CUDSS,2209,15169,4,,0,0,4.08313,0,0,0,0,0,0,0.000396257
plane_subdiv,3,PATCH_ORDERING,CUDSS,2209,15169,4,,0,0,4.08313,0,0,0,0,0,0,0.000377909
plane_subdiv,4,PATCH_ORDERING,CUDSS,2209,15169,4,,0,0,4.08313,0,0,0,0,0,0,0.00037551
plane_subdiv,5,PATCH_ORDERING,CUDSS,2209,15169,4,,0,0,4.08313,0,0,0,0,0,0,0.000382602
triceratops,0,PATCH_ORDERING,CUDSS,2832,19812,5,rxmesh,512,3.22253,5.61256,38,5,7,9,15,4,18.8671
triceratops,1,PATCH_ORDERING,CUDSS,2832,19812,5,,0,0,5.61256,0,0,0,0,0,0,0.000846003
triceratops,2,PATCH_ORDERING,CUDSS,2832,19812,5,,0,0,5.61256,0,0,0,0,0,0,0.000665634
triceratops,3,PATCH_ORDERING,CUDSS,2832,19812,5,,0,0,5.61256,0,0,0,0,0,0,0.00050112
triceratops,4,PATCH_ORDERING,CUDSS,2832,19812,5,,0,0,5.61256,0,0,0,0,0,0,0.000409949
triceratops,5,PATCH_ORDERING,CUDSS,2832,19812,5,,0,0,5.61256,0,0,0,0,0,0,0.000383169
cloth_uni_loop,0,PATCH_ORDERING,CUDSS,3430,23540,5,rxmesh,512,8.78979,5.76941,43,7,9,10,17,5,0.00999277
cloth_uni_loop,1,PATCH_ORDERING,CUDSS,3430,23540,5,,0,0,5.76941,0,0,0,0,0,0,0.000349274
cloth_uni_loop,2,PATCH_ORDERING,CUDSS,3430,23540,5,,0,0,5.76941,0,0,0,0,0,0,0.000348773
cloth_uni_loop,3,PATCH_ORDERING,CUDSS,3430,23540,5,,0,0,5.76941,0,0,0,0,0,0,0.000355272
cloth_uni_loop,4,PATCH_ORDERING,CUDSS,3430,23540,5,,0,0,5.76941,0,0,0,0,0,0,0.000366887
cloth_uni_loop,5,PATCH_ORDERING,CUDSS,3430,23540,5,,0,0,5.76941,0,0,0,0,0,0,0.000380345
torus,0,PATCH_ORDERING,CUDSS,4608,32256,5,rxmesh,512,3.15664,8.05252,37,8,9,10,16,4,0.210957
torus,1,PATCH_ORDERING,CUDSS,4608,32256,5,,0,0,8.05252,0,0,0,0,1,0,0.000141034
torus,2,PATCH_ORDERING,CUDSS,4608,32256,5,,0,0,8.05252,0,0,0,0,1,0,0.000136029
torus,3,PATCH_ORDERING,CUDSS,4608,32256,5,,0,0,8.05252,0,0,0,0,1,0,0.000134178
torus,4,PATCH_ORDERING,CUDSS,4608,32256,5,,0,0,8.05252,0,0,0,0,1,0,0.000132888
torus,5,PATCH_ORDERING,CUDSS,4608,32256,5,,0,0,8.05252,0,0,0,0,1,0,0.000132067
sphere5,0,PATCH_ORDERING,CUDSS,6146,43010,6,rxmesh,512,3.90762,9.96131,66,9,8,10,16,4,0.0739746
sphere5,1,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,9.96131,0,0,0,0,1,0,5.3315e-05
sphere5,2,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,9.96131,0,0,0,0,1,0,5.33158e-05
sphere5,3,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,9.96131,0,0,0,0,1,0,5.33163e-05
sphere5,4,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,9.96131,0,0,0,0,1,0,5.33166e-05
sphere5,5,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,9.96131,0,0,0,0,1,0,5.33168e-05
upsample_box,0,PATCH_ORDERING,CUDSS,6146,43010,6,rxmesh,512,3.95981,10.275,45,10,9,10,16,4,0.0022274
upsample_box,1,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,10.275,0,0,0,0,1,0,9.27156e-05
upsample_box,2,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,10.275,0,0,0,0,1,0,7.26998e-05
upsample_box,3,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,10.275,0,0,0,0,1,1,6.42996e-05
upsample_box,4,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,10.275,0,0,0,0,1,0,5.99378e-05
upsample_box,5,PATCH_ORDERING,CUDSS,6146,43010,6,,0,0,10.275,0,0,0,0,1,0,5.75521e-05
Nicolo_da_Uzzano,0,PATCH_ORDERING,CUDSS,6471,44963,6,rxmesh,512,6.36704,7.27018,51,10,7,10,18,5,69551.5
Nicolo_da_Uzzano,1,PATCH_ORDERING,CUDSS,6471,44963,6,,0,0,7.27018,0,0,0,0,1,0,0.000237223
Nicolo_da_Uzzano,2,PATCH_ORDERING,CUDSS,6471,44963,6,,0,0,7.27018,0,0,0,0,1,1,0.000167115
Nicolo_da_Uzzano,3,PATCH_ORDERING,CUDSS,6471,44963,6,,0,0,7.27018,0,0,0,0,1,0,0.000151919
Nicolo_da_Uzzano,4,PATCH_ORDERING,CUDSS,6471,44963,6,,0,0,7.27018,0,0,0,0,1,0,0.000144603
Nicolo_da_Uzzano,5,PATCH_ORDERING,CUDSS,6471,44963,6,,0,0,7.27018,0,0,0,0,1,0,0.000138469
Fennec_Fox,0,PATCH_ORDERING,CUDSS,6563,45929,6,rxmesh,512,9.10029,7.52616,88,9,7,10,16,4,932.43
Fennec_Fox,1,PATCH_ORDERING,CUDSS,6563,45929,6,,0,0,7.52616,0,0,0,0,1,0,0.000171831
Fennec_Fox,2,PATCH_ORDERING,CUDSS,6563,45929,6,,0,0,7.52616,0,0,0,0,1,0,0.000116755
Fennec_Fox,3,PATCH_ORDERING,CUDSS,6563,45929,6,,0,0,7.52616,0,0,0,0,1,0,8.72677e-05
Fennec_Fox,4,PATCH_ORDERING,CUDSS,6563,45929,6,,0,0,7.52616,0,0,0,0,1,0,8.32009e-05
Fennec_Fox,5,PATCH_ORDERING,CUDSS,6563,45929,6,,0,0,7.52616,0,0,0,0,1,0,8.08021e-05
squirrel,0,PATCH_ORDERING,CUDSS,8800,61588,6,rxmesh,512,4.81587,7.44327,76,10,8,12,17,4,962.899
squirrel,1,PATCH_ORDERING,CUDSS,8800,61588,6,,0,0,7.44327,0,0,0,0,1,0,0.000123915
squirrel,2,PATCH_ORDERING,CUDSS,8800,61588,6,,0,0,7.44327,0,0,0,0,1,0,8.07751e-05
squirrel,3,PATCH_ORDERING,CUDSS,8800,61588,6,,0,0,7.44327,0,0,0,0,1,0,7.01575e-05
squirrel,4,PATCH_ORDERING,CUDSS,8800,61588,6,,0,0,7.44327,0,0,0,0,1,0,6.50821e-05
