mesh_name,iteration,ordering_type,solver_type,G_N,G_NNZ,nd_levels,patch_type,patch_size,patch_time,factor/matrix NNZ ratio,prep_time,ordering_time,ordering_integration_time,analysis_time,factorization_time,solve_time,residual
Marx_Grab03_C,5,DEFAULT,CUDSS,252147,1765017,0,,0,0,0,0,0,0,0,15,8,1.57047e-05
Faun_C,0,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,-1,-1,1158,55,20,9,1.20525
Faun_C,1,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,0,0,0,0,14,8,9.32201e-05
Faun_C,2,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,0,0,0,0,14,8,6.3662e-05
Faun_C,3,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,0,0,0,0,14,8,5.56796e-05
Faun_C,4,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,0,0,0,0,14,8,5.73659e-05
Faun_C,5,DEFAULT,CUDSS,253578,1775202,0,,0,0,0,0,0,0,0,14,8,5.94006e-05
Guter_Hirte_CN,0,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,-1,-1,1188,46,18,10,5.87876
Guter_Hirte_CN,1,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,0,0,0,0,13,8,5.62348e-05
Guter_Hirte_CN,2,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,0,0,0,0,13,8,3.93814e-05
Guter_Hirte_CN,3,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,0,0,0,0,13,9,3.43158e-05
Guter_Hirte_CN,4,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,0,0,0,0,13,8,3.0608e-05
Guter_Hirte_CN,5,DEFAULT,CUDSS,258241,1807723,0,,0,0,0,0,0,0,0,13,9,2.77841e-05
Brunnen_C,0,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,-1,-1,1228,54,20,10,33.4976
Brunnen_C,1,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,0,0,0,0,14,8,0.000194413
Brunnen_C,2,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,0,0,0,0,14,8,0.000137074
Brunnen_C,3,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,0,0,0,0,14,8,0.000105699
Brunnen_C,4,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,0,0,0,0,14,8,8.49104e-05
Brunnen_C,5,DEFAULT,CUDSS,262023,1833119,0,,0,0,0,0,0,0,0,14,8,7.07955e-05
egg-carton-from-muslim-farms-master-geometry,0,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,-1,-1,1140,58,24,11,-nan
egg-carton-from-muslim-farms-master-geometry,1,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,0,0,0,0,5,10,-nan
egg-carton-from-muslim-farms-master-geometry,2,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,0,0,0,0,5,10,-nan
egg-carton-from-muslim-farms-master-geometry,3,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,0,0,0,0,5,11,-nan
egg-carton-from-muslim-farms-master-geometry,4,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,0,0,0,0,5,10,-nan
egg-carton-from-muslim-farms-master-geometry,5,DEFAULT,CUDSS,262138,1835002,0,,0,0,0,0,0,0,0,5,10,-nan
Marx_Albrechtsberger_C,0,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,-1,-1,1221,58,22,10,37.1156
Marx_Albrechtsberger_C,1,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,0,0,0,0,17,9,6.15818e-05
Marx_Albrechtsberger_C,2,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,0,0,0,0,17,9,3.36288e-05
Marx_Albrechtsberger_C,3,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,0,0,0,0,17,9,2.65245e-05
Marx_Albrechtsberger_C,4,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,0,0,0,0,17,9,2.22969e-05
Marx_Albrechtsberger_C,5,DEFAULT,CUDSS,263082,1841598,0,,0,0,0,0,0,0,0,17,9,1.93462e-05
Baeren_C,0,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,-1,-1,1221,61,27,10,7.76846
Baeren_C,1,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,0,0,0,0,21,9,1.9227e-05
Baeren_C,2,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,0,0,0,0,22,9,1.19075e-05
Baeren_C,3,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,0,0,0,0,22,9,1.00498e-05
Baeren_C,4,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,0,0,0,0,21,9,9.26547e-06
Baeren_C,5,DEFAULT,CUDSS,263345,1843403,0,,0,0,0,0,0,0,0,22,9,8.89764e-06
Engel_C,0,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,-1,-1,1236,59,22,10,4.96717
Engel_C,1,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,0,0,0,0,17,9,6.10604e-05
Engel_C,2,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,0,0,0,0,17,9,3.5217e-05
Engel_C,3,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,0,0,0,0,17,9,2.63475e-05
Engel_C,4,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,0,0,0,0,17,9,2.17615e-05
Engel_C,5,DEFAULT,CUDSS,264483,1851477,0,,0,0,0,0,0,0,0,17,9,1.91514e-05
Die_Lesende_C,0,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,-1,-1,1252,59,23,10,33.9878
Die_Lesende_C,1,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,0,0,0,0,17,9,6.94785e-05
Die_Lesende_C,2,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,0,0,0,0,17,9,4.72929e-05
Die_Lesende_C,3,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,0,0,0,0,18,9,4.16732e-05
Die_Lesende_C,4,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,0,0,0,0,18,9,3.84604e-05
Die_Lesende_C,5,DEFAULT,CUDSS,264532,1851712,0,,0,0,0,0,0,0,0,18,9,3.60327e-05
Muellergruppe_C,0,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,-1,-1,1246,50,21,10,4.1291
Muellergruppe_C,1,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,0,0,0,0,16,10,3.76249e-05
Muellergruppe_C,2,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,0,0,0,0,16,9,2.18238e-05
Muellergruppe_C,3,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,0,0,0,0,16,9,1.70916e-05
Muellergruppe_C,4,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,0,0,0,0,16,9,1.47709e-05
Muellergruppe_C,5,DEFAULT,CUDSS,271249,1898887,0,,0,0,0,0,0,0,0,16,9,1.33014e-05
AufspringendesPferd_C,0,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,-1,-1,1334,60,23,10,8.64943
AufspringendesPferd_C,1,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,0,0,0,0,18,9,4.08011e-05
AufspringendesPferd_C,2,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,0,0,0,0,18,9,2.61237e-05
AufspringendesPferd_C,3,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,0,0,0,0,8,9,0.00310271
AufspringendesPferd_C,4,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,0,0,0,0,4,9,0.00183957
AufspringendesPferd_C,5,DEFAULT,CUDSS,272922,1910478,0,,0,0,0,0,0,0,0,4,9,0.000992001
Adolf_Schaerf_C,0,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,-1,-1,1326,61,25,10,1.16472
Adolf_Schaerf_C,1,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,0,0,0,0,19,9,2.97131e-05
Adolf_Schaerf_C,2,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,0,0,0,0,19,9,1.72675e-05
Adolf_Schaerf_C,3,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,0,0,0,0,19,9,1.42375e-05
Adolf_Schaerf_C,4,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,0,0,0,0,19,9,1.28213e-05
Adolf_Schaerf_C,5,DEFAULT,CUDSS,280600,1964166,0,,0,0,0,0,0,0,0,19,9,1.19547e-05
Brigitta_C,0,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,-1,-1,1343,63,26,11,1.25074
Brigitta_C,1,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,0,0,0,0,21,10,2.65664e-05
Brigitta_C,2,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,0,0,0,0,21,9,1.14224e-05
Brigitta_C,3,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,0,0,0,0,21,9,9.02366e-06
Brigitta_C,4,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,0,0,0,0,21,10,8.20055e-06
Brigitta_C,5,DEFAULT,CUDSS,286418,2004914,0,,0,0,0,0,0,0,0,21,9,7.84968e-06
Alexander_Olympias_CN,0,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,-1,-1,1339,61,25,11,0.834393
Alexander_Olympias_CN,1,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,0,0,0,0,19,10,5.5968e-05
Alexander_Olympias_CN,2,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,0,0,0,0,20,9,2.62446e-05
Alexander_Olympias_CN,3,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,0,0,0,0,20,9,1.90328e-05
Alexander_Olympias_CN,4,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,0,0,0,0,20,10,1.58583e-05
Alexander_Olympias_CN,5,DEFAULT,CUDSS,292158,2045126,0,,0,0,0,0,0,0,0,19,9,1.40244e-05
Apollon_Daphne_C,0,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,-1,-1,1346,61,22,11,nan
Apollon_Daphne_C,1,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,0,0,0,0,4,11,nan
Apollon_Daphne_C,2,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,0,0,0,0,4,11,nan
Apollon_Daphne_C,3,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,0,0,0,0,4,11,nan
Apollon_Daphne_C,4,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,0,0,0,0,4,11,nan
Apollon_Daphne_C,5,DEFAULT,CUDSS,294058,2058908,0,,0,0,0,0,0,0,0,4,11,nan
Tennyson_Bust_Plaster,0,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,-1,-1,1467,49,19,10,0.151504
Tennyson_Bust_Plaster,1,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,0,0,0,0,14,9,8.32289e-05
Tennyson_Bust_Plaster,2,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,0,0,0,0,14,9,4.96071e-05
Tennyson_Bust_Plaster,3,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,0,0,0,0,14,9,3.76953e-05
Tennyson_Bust_Plaster,4,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,0,0,0,0,14,9,2.9718e-05
Tennyson_Bust_Plaster,5,DEFAULT,CUDSS,294944,2064592,0,,0,0,0,0,0,0,0,14,9,2.44202e-05
Aloisus_C,0,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,-1,-1,1406,64,25,11,3.53792
Aloisus_C,1,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,0,0,0,0,18,10,5.87591e-05
Aloisus_C,2,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,0,0,0,0,18,10,2.05985e-05
Aloisus_C,3,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,0,0,0,0,18,9,1.42473e-05
Aloisus_C,4,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,0,0,0,0,18,10,1.19356e-05
Aloisus_C,5,DEFAULT,CUDSS,302919,2120469,0,,0,0,0,0,0,0,0,18,9,1.09494e-05
Nursia_C,0,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,-1,-1,1414,63,25,11,1.6909
Nursia_C,1,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,0,0,0,0,19,10,5.04855e-05
Nursia_C,2,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,0,0,0,0,10,10,-nan
Nursia_C,3,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,0,0,0,0,5,11,-nan
Nursia_C,4,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,0,0,0,0,5,11,-nan
Nursia_C,5,DEFAULT,CUDSS,302971,2120797,0,,0,0,0,0,0,0,0,5,12,-nan
Faun_C_1,0,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,-1,-1,1421,51,19,11,0.85872
Faun_C_1,1,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,0,0,0,0,14,10,4.76515e-05
Faun_C_1,2,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,0,0,0,0,14,10,3.90503e-05
Faun_C_1,3,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,0,0,0,0,14,10,3.07957e-05
Faun_C_1,4,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,0,0,0,0,14,10,2.61107e-05
Faun_C_1,5,DEFAULT,CUDSS,304509,2131611,0,,0,0,0,0,0,0,0,14,10,2.56943e-05
Mach_C,0,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,-1,-1,1546,67,26,11,0.90055
Mach_C,1,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,0,0,0,0,19,9,2.20241e-05
Mach_C,2,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,0,0,0,0,19,9,1.46413e-05
Mach_C,3,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,0,0,0,0,19,9,1.29098e-05
Mach_C,4,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,0,0,0,0,19,9,1.20462e-05
Mach_C,5,DEFAULT,CUDSS,305241,2136675,0,,0,0,0,0,0,0,0,19,9,1.1539e-05
Sphere8,0,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,-1,-1,1808,91,50,14,0.00926873
Sphere8,1,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,0,0,0,0,45,13,6.67811e-06
Sphere8,2,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,0,0,0,0,46,13,6.67811e-06
Sphere8,3,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,0,0,0,0,45,13,6.67811e-06
Sphere8,4,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,0,0,0,0,45,13,6.67812e-06
Sphere8,5,DEFAULT,CUDSS,393218,2752514,0,,0,0,0,0,0,0,0,45,13,6.67812e-06
BrainMid,0,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,-1,-1,1770,92,79,22,0.0401258
BrainMid,1,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,0,0,0,0,42,13,1.12365e-05
BrainMid,2,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,0,0,0,0,42,13,7.42898e-06
BrainMid,3,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,0,0,0,0,42,13,6.96608e-06
BrainMid,4,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,0,0,0,0,42,13,6.8184e-06
BrainMid,5,DEFAULT,CUDSS,396451,2775145,0,,0,0,0,0,0,0,0,42,13,6.74736e-06
Fiddler_Crab_manifold,0,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,-1,-1,2577,68,22,14,269.262
Fiddler_Crab_manifold,1,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,0,0,0,0,17,13,0.000175941
Fiddler_Crab_manifold,2,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,0,0,0,0,17,13,0.000102545
Fiddler_Crab_manifold,3,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,0,0,0,0,16,13,6.27435e-05
Fiddler_Crab_manifold,4,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,0,0,0,0,16,13,5.71331e-05
Fiddler_Crab_manifold,5,DEFAULT,CUDSS,455246,3186664,0,,0,0,0,0,0,0,0,17,13,5.80999e-05
Fiddler_Crab,0,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,-1,-1,2558,70,22,14,269.262
Fiddler_Crab,1,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,0,0,0,0,16,13,0.000175941
Fiddler_Crab,2,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,0,0,0,0,16,13,0.000102545
Fiddler_Crab,3,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,0,0,0,0,16,13,6.27435e-05
Fiddler_Crab,4,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,0,0,0,0,16,13,5.71331e-05
Fiddler_Crab,5,DEFAULT,CUDSS,455246,3186668,0,,0,0,0,0,0,0,0,16,13,5.80999e-05
Le_Transi_De_Rene_De_Chalon,0,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,-1,-1,2901,94,57,22,3.31024e+06
Le_Transi_De_Rene_De_Chalon,1,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,0,0,0,0,34,15,0.000164032
Le_Transi_De_Rene_De_Chalon,2,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,0,0,0,0,34,19,0.000169156
Le_Transi_De_Rene_De_Chalon,3,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,0,0,0,0,34,15,0.000139019
Le_Transi_De_Rene_De_Chalon,4,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,0,0,0,0,34,15,0.000104905
Le_Transi_De_Rene_De_Chalon,5,DEFAULT,CUDSS,494980,3465540,0,,0,0,0,0,0,0,0,37,16,8.50514e-05
elephant_zun-36_6_a_b-joined,0,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,-1,-1,2428,96,34,17,1.80882e-05
elephant_zun-36_6_a_b-joined,1,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,0,0,0,0,29,16,1.57585e-05
elephant_zun-36_6_a_b-joined,2,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,0,0,0,0,28,15,1.22917e-05
elephant_zun-36_6_a_b-joined,3,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,0,0,0,0,29,16,1.12645e-05
elephant_zun-36_6_a_b-joined,4,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,0,0,0,0,29,16,1.04893e-05
elephant_zun-36_6_a_b-joined,5,DEFAULT,CUDSS,516176,3605590,0,,0,0,0,0,0,0,0,7,16,0.0097992
swirling_base,0,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,-1,-1,2245,89,39,16,5019.06
swirling_base,1,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,0,0,0,0,33,15,4.74772e-05
swirling_base,2,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,0,0,0,0,33,15,1.71485e-05
swirling_base,3,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,0,0,0,0,33,15,1.13591e-05
swirling_base,4,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,0,0,0,0,33,15,9.45978e-06
swirling_base,5,DEFAULT,CUDSS,519010,3633058,0,,0,0,0,0,0,0,0,33,15,8.53293e-06
week01,0,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,-1,-1,2248,104,52,17,866.413
week01,1,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,0,0,0,0,45,16,3.12011e-05
week01,2,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,0,0,0,0,45,16,1.2661e-05
week01,3,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,0,0,0,0,46,16,1.08305e-05
week01,4,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,0,0,0,0,45,16,9.83345e-06
week01,5,DEFAULT,CUDSS,540639,3784601,0,,0,0,0,0,0,0,0,45,16,9.16396e-06
root_planter_box_v4_solid_high-definition,0,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,-1,-1,2350,91,37,17,1619.9
root_planter_box_v4_solid_high-definition,1,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,0,0,0,0,32,16,0.000147725
root_planter_box_v4_solid_high-definition,2,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,0,0,0,0,32,16,0.00014021
root_planter_box_v4_solid_high-definition,3,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,0,0,0,0,32,16,0.000114434
root_planter_box_v4_solid_high-definition,4,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,0,0,0,0,32,16,7.10157e-05
root_planter_box_v4_solid_high-definition,5,DEFAULT,CUDSS,559855,3919015,0,,0,0,0,0,0,0,0,32,16,5.24634e-05
20131013_Venus2,0,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,-1,-1,3068,106,38,18,79933.2
20131013_Venus2,1,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,0,0,0,0,31,17,0.000508856
20131013_Venus2,2,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,0,0,0,0,32,17,0.000198394
20131013_Venus2,3,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,0,0,0,0,31,17,0.000167202
20131013_Venus2,4,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,0,0,0,0,31,17,0.000154824
20131013_Venus2,5,DEFAULT,CUDSS,587827,4114761,0,,0,0,0,0,0,0,0,31,17,0.000146174
vlamp,0,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,-1,-1,3037,67,20,17,1.27222e+06
vlamp,1,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,0,0,0,0,15,16,0.000652026
vlamp,2,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,0,0,0,0,15,16,0.000321795
vlamp,3,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,0,0,0,0,15,16,0.000170244
vlamp,4,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,0,0,0,0,15,16,0.000125232
vlamp,5,DEFAULT,CUDSS,597380,4182236,0,,0,0,0,0,0,0,0,15,16,0.000102092
romanesco,0,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,-1,-1,2881,118,51,20,9563.47
romanesco,1,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,0,0,0,0,39,18,0.000274668
romanesco,2,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,0,0,0,0,39,18,8.32948e-05
romanesco,3,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,0,0,0,0,40,18,6.55963e-05
romanesco,4,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,0,0,0,0,39,18,5.71041e-05
romanesco,5,DEFAULT,CUDSS,637284,4449010,0,,0,0,0,0,0,0,0,39,18,5.03679e-05
1005586,0,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,-1,-1,4674,157,66,33,38733.9
1005586,1,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,0,0,0,0,58,24,0.000133056
1005586,2,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,0,0,0,0,58,34,5.19338e-05
1005586,3,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,0,0,0,0,64,25,3.7777e-05
1005586,4,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,0,0,0,0,64,25,3.13986e-05
1005586,5,DEFAULT,CUDSS,906907,6396945,0,,0,0,0,0,0,0,0,57,24,2.83498e-05
Nefertiti_open,0,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,-1,-1,4923,165,61,27,26948.9
Nefertiti_open,1,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,0,0,0,0,55,26,1.2906e-05
Nefertiti_open,2,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,0,0,0,0,54,26,8.83158e-06
Nefertiti_open,3,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,0,0,0,0,55,26,7.91764e-06
Nefertiti_open,4,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,0,0,0,0,56,26,7.38825e-06
Nefertiti_open,5,DEFAULT,CUDSS,948264,6635264,0,,0,0,0,0,0,0,0,55,26,7.04176e-06
cloth10x10,0,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,-1,-1,5038,162,60,30,-nan
cloth10x10,1,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,0,0,0,0,12,31,-nan
cloth10x10,2,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,0,0,0,0,12,30,-nan
cloth10x10,3,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,0,0,0,0,12,31,-nan
cloth10x10,4,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,0,0,0,0,13,33,-nan
cloth10x10,5,DEFAULT,CUDSS,952741,6661303,0,,0,0,0,0,0,0,0,13,33,-nan
372112,0,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,-1,-1,5015,165,54,28,405.054
372112,1,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,0,0,0,0,48,27,3.28565e-05
372112,2,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,0,0,0,0,48,27,1.58707e-05
372112,3,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,0,0,0,0,48,27,1.33271e-05
372112,4,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,0,0,0,0,48,27,1.18267e-05
372112,5,DEFAULT,CUDSS,979353,6855459,0,,0,0,0,0,0,0,0,53,28,1.09261e-05
376252,0,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,-1,-1,4990,177,61,29,1.67786e+07
376252,1,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,0,0,0,0,54,26,0.000106269
376252,2,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,0,0,0,0,54,26,8.28207e-05
376252,3,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,0,0,0,0,54,27,7.49383e-05
376252,4,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,0,0,0,0,54,27,5.85468e-05
376252,5,DEFAULT,CUDSS,980051,6860357,0,,0,0,0,0,0,0,0,55,27,3.89395e-05
Nefertiti,0,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,-1,-1,5337,182,70,29,29202
Nefertiti,1,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,0,0,0,0,64,27,1.18922e-05
Nefertiti,2,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,0,0,0,0,63,28,7.97656e-06
Nefertiti,3,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,0,0,0,0,63,28,7.13724e-06
Nefertiti,4,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,0,0,0,0,64,28,6.74668e-06
Nefertiti,5,DEFAULT,CUDSS,1009118,7063814,0,,0,0,0,0,0,0,0,64,28,6.54096e-06
Blue_Sea_Star,0,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,-1,-1,6559,183,57,30,8497.85
Blue_Sea_Star,1,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,0,0,0,0,45,29,0.000120422
Blue_Sea_Star,2,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,0,0,0,0,45,30,0.000109911
Blue_Sea_Star,3,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,0,0,0,0,45,29,0.000109087
Blue_Sea_Star,4,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,0,0,0,0,45,29,0.000103135
Blue_Sea_Star,5,DEFAULT,CUDSS,1120415,7842773,0,,0,0,0,0,0,0,0,45,29,9.0923e-05
488FancyRoller,0,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,-1,-1,5882,186,97,34,1119.67
488FancyRoller,1,DEFAULT,CUDSS,1138346,7963504,0,,0,0,0,0,0,0,0,77,32,3.15864e-05
